geo,date,bell's palsy,black legged tick,black tick,bullseye rash,ca water,carpinteria,cataratas del niagara,cave of the winds colorado springs,cheap bmx,cheap bmx bikes,deer tick,facial paralysis,fever,half moon bay ca,hotels ca,hotels nc,how to make string bracelets,joint pain,knee pain,lake almanor ca,loans for,lyme,lyme disease,make string bracelets,moon bay ca,nb canada,ohsweken,pigeon forge hotels,produce stand,rash,recipes on the grill,ri things to do,sandstone amphitheater,seattle airport car rental,string bracelets,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,world rv
US-NM,2007-10-01,34,NA,NA,NA,NA,21,NA,NA,NA,NA,0,NA,60,NA,43,NA,NA,16,12,NA,58,11,33,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,0,NA,23,35,21
US-NM,2007-11-01,23,NA,NA,NA,NA,21,NA,NA,NA,NA,0,NA,56,NA,20,NA,NA,27,23,NA,22,7,25,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,NA,23,20,22
US-NM,2007-12-01,24,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,40,NA,25,NA,NA,11,12,NA,38,7,18,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,0,NA,12,25,23
US-NM,2008-01-01,23,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,57,NA,30,NA,NA,16,11,NA,56,7,33,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,90,NA,15,30,21
US-NM,2008-02-01,24,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,50,NA,36,NA,NA,11,29,NA,29,7,34,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,NA,8,59,44
US-NM,2008-03-01,23,NA,NA,NA,NA,0,NA,NA,NA,NA,58,NA,34,NA,29,NA,NA,32,23,NA,50,13,49,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,0,NA,11,38,32
US-NM,2008-04-01,22,NA,NA,NA,NA,0,NA,NA,NA,NA,55,NA,58,NA,38,NA,NA,15,11,NA,47,16,39,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,NA,18,26,50
US-NM,2008-05-01,23,NA,NA,NA,NA,20,NA,NA,NA,NA,57,NA,41,NA,34,NA,NA,17,22,NA,71,23,24,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,0,NA,45,17,21
US-NM,2008-06-01,24,NA,NA,NA,NA,22,NA,NA,NA,NA,0,NA,36,NA,41,NA,NA,17,24,NA,84,17,29,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,0,NA,20,37,23
US-NM,2008-07-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,29,NA,18,NA,NA,18,23,NA,36,16,22,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,0,NA,12,29,22
US-NM,2008-08-01,23,NA,NA,NA,NA,20,NA,NA,NA,NA,58,NA,42,NA,23,NA,NA,18,17,NA,43,16,33,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,0,NA,23,40,0
US-NM,2008-09-01,21,NA,NA,NA,NA,19,NA,NA,NA,NA,0,NA,50,NA,18,NA,NA,10,16,NA,33,15,36,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,0,NA,7,29,70
US-NM,2008-10-01,33,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,42,NA,25,NA,NA,0,15,NA,43,12,24,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,0,NA,10,20,18
US-NM,2008-11-01,66,NA,NA,NA,NA,19,NA,NA,NA,NA,0,NA,34,NA,22,NA,NA,10,22,NA,41,26,37,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,NA,7,33,41
US-NM,2008-12-01,22,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,27,NA,11,NA,NA,15,0,NA,27,19,26,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,0,NA,7,25,0
US-NM,2009-01-01,41,NA,NA,NA,NA,18,NA,NA,NA,NA,0,NA,38,NA,14,NA,NA,19,0,NA,38,18,36,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,80,NA,0,37,37
US-NM,2009-02-01,36,NA,NA,NA,NA,19,NA,NA,NA,NA,0,NA,54,NA,0,NA,NA,10,0,NA,80,16,26,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,86,NA,11,43,50
US-NM,2009-03-01,20,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,63,NA,34,NA,NA,14,20,NA,44,18,34,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,NA,23,23,18
US-NM,2009-04-01,20,NA,NA,NA,NA,0,NA,NA,NA,NA,52,NA,36,NA,14,NA,NA,28,10,NA,25,18,20,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,0,NA,7,31,28
US-NM,2009-05-01,21,NA,NA,NA,NA,0,NA,NA,NA,NA,54,NA,42,NA,18,NA,NA,23,16,NA,27,13,36,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,0,NA,36,22,33
US-NM,2009-06-01,33,NA,NA,NA,NA,20,NA,NA,NA,NA,56,NA,45,NA,34,NA,NA,14,22,NA,35,22,48,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,88,NA,37,30,61
US-NM,2009-07-01,32,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,50,NA,33,NA,NA,30,21,NA,67,15,36,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,0,NA,36,25,40
US-NM,2009-08-01,21,NA,NA,NA,NA,19,NA,NA,NA,NA,53,NA,28,NA,32,NA,NA,0,37,NA,46,29,30,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,0,NA,21,39,33
US-NM,2009-09-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,78,NA,43,NA,10,NA,NA,13,10,NA,51,6,34,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,0,NA,17,28,25
US-NM,2009-10-01,20,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,68,NA,20,NA,NA,24,29,NA,73,17,21,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,0,NA,16,23,24
US-NM,2009-11-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,65,NA,24,NA,NA,14,25,NA,51,14,15,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,0,NA,30,34,37
US-NM,2009-12-01,20,NA,NA,NA,NA,36,NA,NA,NA,NA,52,NA,37,NA,21,NA,NA,19,15,NA,38,12,29,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,0,NA,20,31,0
US-NM,2010-01-01,0,NA,NA,NA,NA,17,NA,NA,NA,NA,50,NA,40,NA,34,NA,NA,18,19,NA,24,6,56,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,0,NA,26,23,18
US-NM,2010-02-01,20,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,58,NA,20,NA,NA,14,30,NA,38,12,29,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,0,NA,20,30,0
US-NM,2010-03-01,19,NA,NA,NA,NA,0,NA,NA,NA,NA,47,NA,42,NA,47,NA,NA,20,18,NA,58,16,13,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,74,NA,25,59,26
US-NM,2010-04-01,0,NA,NA,NA,NA,17,NA,NA,NA,NA,72,NA,58,NA,45,NA,NA,15,19,NA,36,13,23,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,76,NA,29,67,27
US-NM,2010-05-01,22,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,53,NA,51,NA,NA,10,21,NA,60,15,54,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,0,NA,43,40,27
US-NM,2010-06-01,23,NA,NA,NA,NA,0,NA,NA,NA,NA,57,NA,40,NA,53,NA,NA,24,40,NA,64,17,33,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,91,NA,34,27,32
US-NM,2010-07-01,0,NA,NA,NA,NA,19,NA,NA,NA,NA,0,NA,48,NA,30,NA,NA,10,11,NA,14,19,26,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,0,NA,40,37,20
US-NM,2010-08-01,21,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,54,NA,32,NA,NA,15,21,NA,59,17,40,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,85,NA,25,50,39
US-NM,2010-09-01,20,NA,NA,NA,NA,18,NA,NA,NA,NA,0,NA,47,NA,35,NA,NA,16,30,NA,44,26,39,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,81,NA,13,20,50
US-NM,2010-10-01,20,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,48,NA,23,NA,NA,9,24,NA,30,21,28,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,0,NA,10,43,24
US-NM,2010-11-01,20,NA,NA,NA,NA,17,NA,NA,NA,NA,0,NA,51,NA,29,NA,NA,9,0,NA,30,17,23,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,78,NA,26,36,27
US-NM,2010-12-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,51,NA,44,NA,10,NA,NA,16,25,NA,19,0,15,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,0,NA,17,14,19
US-NM,2011-01-01,13,NA,NA,NA,NA,16,NA,NA,NA,NA,22,NA,68,NA,25,NA,NA,12,20,NA,39,9,13,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,35,NA,7,34,27
US-NM,2011-02-01,13,NA,NA,NA,NA,8,NA,NA,NA,NA,34,NA,77,NA,18,NA,NA,8,13,NA,39,11,24,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,71,NA,15,33,25
US-NM,2011-03-01,13,NA,NA,NA,NA,8,NA,NA,NA,NA,21,NA,68,NA,30,NA,NA,10,17,NA,40,6,18,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,0,NA,18,40,13
US-NM,2011-04-01,9,NA,NA,NA,NA,0,NA,NA,NA,NA,22,NA,57,NA,37,NA,NA,15,21,NA,45,13,21,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,NA,21,59,18
US-NM,2011-05-01,9,NA,NA,NA,NA,8,NA,NA,NA,NA,0,NA,45,NA,41,NA,NA,14,24,NA,52,17,37,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,34,NA,19,47,13
US-NM,2011-06-01,21,NA,NA,NA,NA,8,NA,NA,NA,NA,23,NA,47,NA,34,NA,NA,10,18,NA,34,17,26,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,0,NA,23,47,34
US-NM,2011-07-01,24,NA,NA,NA,NA,8,NA,NA,NA,NA,0,NA,49,NA,34,NA,NA,10,22,NA,55,17,28,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,0,NA,25,50,33
US-NM,2011-08-01,14,NA,NA,NA,NA,0,NA,NA,NA,NA,32,NA,35,NA,21,NA,NA,9,25,NA,68,16,44,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,100,NA,39,32,21
US-NM,2011-09-01,8,NA,NA,NA,NA,7,NA,NA,NA,NA,0,NA,55,NA,21,NA,NA,17,21,NA,58,12,42,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,0,NA,18,31,21
US-NM,2011-10-01,19,NA,NA,NA,NA,0,NA,NA,NA,NA,58,NA,53,NA,17,NA,NA,11,21,NA,41,12,26,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,31,NA,31,29,12
US-NM,2011-11-01,13,NA,NA,NA,NA,7,NA,NA,NA,NA,30,NA,52,NA,12,NA,NA,10,22,NA,27,8,21,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,0,NA,24,43,15
US-NM,2011-12-01,15,NA,NA,NA,NA,7,NA,NA,NA,NA,26,NA,48,NA,23,NA,NA,8,12,NA,38,9,11,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,0,NA,19,43,17
US-NM,2012-01-01,11,NA,NA,NA,NA,13,NA,NA,NA,NA,18,NA,48,NA,24,NA,NA,16,33,NA,55,11,10,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,0,NA,18,40,18
US-NM,2012-02-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,19,NA,55,NA,27,NA,NA,17,20,NA,34,11,18,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,0,NA,19,63,20
US-NM,2012-03-01,14,NA,NA,NA,NA,12,NA,NA,NA,NA,0,NA,72,NA,30,NA,NA,7,34,NA,20,16,27,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,28,NA,9,43,31
US-NM,2012-04-01,14,NA,NA,NA,NA,7,NA,NA,NA,NA,27,NA,63,NA,30,NA,NA,13,25,NA,63,19,37,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,43,NA,37,40,25
US-NM,2012-05-01,14,NA,NA,NA,NA,6,NA,NA,NA,NA,0,NA,55,NA,39,NA,NA,15,24,NA,35,12,29,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,56,NA,26,41,19
US-NM,2012-06-01,15,NA,NA,NA,NA,7,NA,NA,NA,NA,19,NA,51,NA,47,NA,NA,12,24,NA,59,16,36,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,30,NA,18,52,18
US-NM,2012-07-01,15,NA,NA,NA,NA,0,NA,NA,NA,NA,28,NA,43,NA,42,NA,NA,20,33,NA,50,19,26,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,29,NA,22,38,29
US-NM,2012-08-01,10,NA,NA,NA,NA,6,NA,NA,NA,NA,18,NA,60,NA,32,NA,NA,11,36,NA,56,9,28,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,28,NA,20,42,36
US-NM,2012-09-01,14,NA,NA,NA,NA,6,NA,NA,NA,NA,0,NA,47,NA,21,NA,NA,21,18,NA,44,12,19,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,28,NA,14,56,37
US-NM,2012-10-01,8,NA,NA,NA,NA,6,NA,NA,NA,NA,16,NA,63,NA,21,NA,NA,25,17,NA,28,15,27,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,25,NA,19,58,18
US-NM,2012-11-01,0,NA,NA,NA,NA,6,NA,NA,NA,NA,16,NA,47,NA,13,NA,NA,8,18,NA,34,8,19,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,NA,11,49,20
US-NM,2012-12-01,6,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,63,NA,14,NA,NA,15,34,NA,52,7,16,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,0,NA,17,37,14
US-NM,2013-01-01,9,NA,NA,NA,NA,5,NA,NA,NA,NA,15,NA,74,NA,26,NA,NA,14,19,NA,37,9,24,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,23,NA,16,43,18
US-NM,2013-02-01,12,NA,NA,NA,NA,9,NA,NA,NA,NA,31,NA,59,NA,22,NA,NA,10,34,NA,41,10,16,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,25,NA,9,55,12
US-NM,2013-03-01,13,NA,NA,NA,NA,10,NA,NA,NA,NA,34,NA,66,NA,39,NA,NA,14,30,NA,39,11,17,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,23,NA,12,49,19
US-NM,2013-04-01,11,NA,NA,NA,NA,5,NA,NA,NA,NA,15,NA,50,NA,28,NA,NA,13,30,NA,56,12,28,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,23,NA,19,46,32
US-NM,2013-05-01,0,NA,NA,NA,NA,8,NA,NA,NA,NA,15,NA,65,NA,38,NA,NA,13,25,NA,50,15,24,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,0,NA,24,63,26
US-NM,2013-06-01,0,NA,NA,NA,NA,6,NA,NA,NA,NA,16,NA,48,NA,52,NA,NA,14,27,NA,51,16,33,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,50,NA,39,67,14
US-NM,2013-07-01,0,NA,NA,NA,NA,7,NA,NA,NA,NA,15,NA,49,NA,43,NA,NA,16,26,NA,64,16,31,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,0,NA,21,44,31
US-NM,2013-08-01,17,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,50,NA,40,NA,NA,16,19,NA,56,18,39,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,0,NA,20,49,30
US-NM,2013-09-01,11,NA,NA,NA,NA,5,NA,NA,NA,NA,22,NA,50,NA,27,NA,NA,13,28,NA,37,12,24,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,0,NA,20,68,12
US-NM,2013-10-01,8,NA,NA,NA,NA,0,NA,NA,NA,NA,13,NA,52,NA,26,NA,NA,14,33,NA,46,14,30,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,42,NA,21,53,23
US-NM,2013-11-01,8,NA,NA,NA,NA,5,NA,NA,NA,NA,14,NA,55,NA,15,NA,NA,18,37,NA,58,13,26,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,0,NA,11,40,13
US-NM,2013-12-01,11,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,62,NA,25,NA,NA,14,19,NA,35,13,19,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,22,NA,20,47,17
US-NM,2014-01-01,5,NA,NA,NA,NA,5,NA,NA,NA,NA,13,NA,81,NA,40,NA,NA,13,34,NA,51,17,26,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,0,NA,13,50,23
US-NM,2014-02-01,6,NA,NA,NA,NA,0,NA,NA,NA,NA,14,NA,71,NA,35,NA,NA,12,37,NA,39,11,23,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,45,NA,9,63,23
US-NM,2014-03-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,13,NA,63,NA,33,NA,NA,17,36,NA,34,10,26,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,41,NA,18,57,16
US-NM,2014-04-01,5,NA,NA,NA,NA,5,NA,NA,NA,NA,18,NA,65,NA,35,NA,NA,14,38,NA,50,19,33,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,32,NA,22,63,26
US-NM,2014-05-01,9,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,68,NA,44,NA,NA,23,27,NA,50,8,16,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,23,NA,32,50,31
US-NM,2014-06-01,7,NA,NA,NA,NA,6,NA,NA,NA,NA,17,NA,52,NA,47,NA,NA,12,21,NA,50,14,24,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,40,NA,29,56,43
US-NM,2014-07-01,9,NA,NA,NA,NA,14,NA,NA,NA,NA,16,NA,49,NA,42,NA,NA,19,30,NA,45,18,34,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,37,NA,18,57,44
US-NM,2014-08-01,6,NA,NA,NA,NA,0,NA,NA,NA,NA,15,NA,53,NA,29,NA,NA,13,37,NA,46,19,22,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,24,NA,22,53,19
US-NM,2014-09-01,9,NA,NA,NA,NA,5,NA,NA,NA,NA,15,NA,57,NA,19,NA,NA,18,38,NA,40,17,28,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,0,NA,26,49,19
US-NM,2014-10-01,0,NA,NA,NA,NA,7,NA,NA,NA,NA,14,NA,71,NA,20,NA,NA,15,21,NA,49,11,15,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,45,NA,20,49,17
US-NM,2014-11-01,6,NA,NA,NA,NA,0,NA,NA,NA,NA,15,NA,52,NA,15,NA,NA,17,33,NA,30,10,20,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,24,NA,16,42,17
US-NM,2014-12-01,6,NA,NA,NA,NA,5,NA,NA,NA,NA,16,NA,69,NA,19,NA,NA,19,25,NA,38,11,24,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,0,NA,11,56,25
US-NM,2015-01-01,8,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,77,NA,28,NA,NA,15,20,NA,47,13,20,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,47,NA,16,43,20
US-NM,2015-02-01,9,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,67,NA,34,NA,NA,12,36,NA,28,11,14,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,0,NA,20,59,21
US-NM,2015-03-01,6,NA,NA,NA,NA,5,NA,NA,NA,NA,14,NA,83,NA,30,NA,NA,11,24,NA,36,18,19,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,23,NA,18,57,18
US-NM,2015-04-01,11,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,64,NA,13,NA,NA,21,23,NA,39,23,55,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,46,NA,25,53,16
US-NM,2015-05-01,9,NA,NA,NA,NA,5,NA,NA,NA,NA,15,NA,70,NA,35,NA,NA,17,36,NA,48,21,43,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,24,NA,29,71,31
US-NM,2015-06-01,0,NA,NA,NA,NA,6,NA,NA,NA,NA,16,NA,52,NA,52,NA,NA,19,33,NA,43,28,53,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,0,NA,40,73,46
US-NM,2015-07-01,6,NA,NA,NA,NA,5,NA,NA,NA,NA,15,NA,59,NA,42,NA,NA,18,42,NA,47,31,67,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,0,NA,21,67,34
US-NM,2015-08-01,6,NA,NA,NA,NA,5,NA,NA,NA,NA,22,NA,52,NA,21,NA,NA,18,30,NA,36,16,32,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,23,NA,31,56,23
US-NM,2015-09-01,8,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,53,NA,24,NA,NA,11,31,NA,46,18,22,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,0,NA,15,59,21
US-NM,2015-10-01,8,NA,NA,NA,NA,5,NA,NA,NA,NA,14,NA,55,NA,21,NA,NA,12,28,NA,39,20,36,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,0,NA,22,42,23
US-NM,2015-11-01,8,NA,NA,NA,NA,0,NA,NA,NA,NA,14,NA,64,NA,17,NA,NA,14,15,NA,33,8,17,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,89,NA,20,53,17
US-NM,2015-12-01,0,NA,NA,NA,NA,7,NA,NA,NA,NA,14,NA,75,NA,28,NA,NA,9,38,NA,29,16,29,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,0,NA,7,53,8
US-NM,2016-01-01,4,NA,NA,NA,NA,5,NA,NA,NA,NA,10,NA,61,NA,31,NA,NA,12,27,NA,44,17,19,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,15,NA,16,59,7
US-NM,2016-02-01,8,NA,NA,NA,NA,5,NA,NA,NA,NA,10,NA,91,NA,30,NA,NA,15,24,NA,98,12,21,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,40,NA,23,49,17
US-NM,2016-03-01,8,NA,NA,NA,NA,3,NA,NA,NA,NA,10,NA,85,NA,30,NA,NA,13,19,NA,51,16,33,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,30,NA,22,60,15
US-NM,2016-04-01,7,NA,NA,NA,NA,4,NA,NA,NA,NA,30,NA,62,NA,26,NA,NA,13,25,NA,61,14,25,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,24,NA,25,66,26
US-NM,2016-05-01,10,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,59,NA,34,NA,NA,14,32,NA,48,10,25,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,16,NA,36,75,35
US-NM,2016-06-01,8,NA,NA,NA,NA,0,NA,NA,NA,NA,16,NA,59,NA,40,NA,NA,18,40,NA,53,15,29,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,16,NA,28,71,38
US-NM,2016-07-01,6,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,55,NA,40,NA,NA,17,25,NA,45,12,23,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,33,NA,28,72,47
US-NM,2016-08-01,4,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,47,NA,17,NA,NA,16,35,NA,35,17,23,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,17,NA,23,66,20
US-NM,2016-09-01,6,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,60,NA,17,NA,NA,14,35,NA,48,14,21,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,48,NA,24,59,22
US-NM,2016-10-01,4,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,55,NA,16,NA,NA,16,23,NA,33,9,17,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,15,NA,16,72,24
US-NM,2016-11-01,4,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,63,NA,15,NA,NA,13,21,NA,40,10,20,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,23,NA,10,68,13
US-NM,2016-12-01,10,NA,NA,NA,NA,0,NA,NA,NA,NA,9,NA,55,NA,21,NA,NA,16,20,NA,44,8,10,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,0,NA,16,68,14
