geo,date,geo1,49 drive in,bay water park,beach chicago,beaches in michigan,beaches in ohio,bell's palsy,black legged tick,black tick,blueberry farm,blueberry patch,buffalo state park,bullseye rash,campground colorado,centennial beach,coney island cincinnati,cooling bandana,deer tick,dollywood splash country,dorm bedding,drive in ohio,easy summer recipes,facial paralysis,family aquatic center,fantasy lake,festival colorado,festivals milwaukee,fever,free concerts,fried squash,funplex omaha,grilled squash,harvesting basil,harvesting garlic,homemade ice cream recipes,hotels near worlds of fun,island water,island water park,joint pain,kings island discount,knee pain,lake beaches,little buffalo state park,luverne drive in,lyme,lyme disease,marketfest,melody 49 drive in,motel wisconsin dells,movies in the park,music in the park,music under the stars,outdoor water parks,pick blueberries,pikes peak cog railway,pool cooler,rash,river float trips,river water park,sherwood island state park,splash country,splashdown water park,sprinkler park,summer appetizers,summer dessert,summer desserts,summer sizzler,summer soup,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,valley beach,venture river,water west,watermelon drinks,watermelon recipe,waterworld concord,waterworld denver,wetlands water park,what do baby toads eat,wild water,wild water west,wolf river campground,worlds of fun discount
US-MO,2004-01-01,NA,NA,0,0,NA,NA,100,NA,0,0,0,0,0,0,0,NA,NA,0,0,100,NA,0,0,NA,100,0,NA,33,0,0,NA,0,NA,0,0,0,50,NA,39,NA,0,83,NA,NA,36,32,NA,NA,NA,0,0,0,NA,NA,0,0,18,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,10,25,0,0,100,NA,0,NA,NA,NA,NA,51,NA,NA,0
US-MO,2004-02-01,NA,NA,0,0,NA,NA,49,NA,0,0,0,0,0,53,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,30,0,0,NA,0,NA,0,0,0,0,NA,38,NA,57,0,NA,NA,30,16,NA,NA,NA,0,0,0,NA,NA,0,0,31,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,100,NA,5,20,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2004-03-01,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,29,72,0,NA,0,NA,0,0,0,0,NA,99,NA,47,0,NA,NA,26,31,NA,NA,NA,0,100,0,NA,NA,0,0,37,0,74,NA,98,NA,NA,0,0,0,0,NA,0,0,0,NA,19,16,0,0,0,NA,0,NA,NA,NA,NA,64,NA,NA,0
US-MO,2004-04-01,NA,NA,0,54,NA,NA,0,NA,0,0,0,0,0,53,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,40,0,0,NA,0,NA,0,0,0,49,NA,51,NA,41,0,NA,NA,30,21,NA,NA,NA,0,0,0,NA,NA,0,0,33,30,0,NA,76,NA,NA,0,0,0,0,NA,0,0,0,NA,27,24,0,0,49,NA,0,NA,NA,NA,NA,100,NA,NA,0
US-MO,2004-05-01,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,100,0,0,NA,0,0,NA,0,0,NA,43,0,100,NA,0,NA,0,78,0,0,NA,70,NA,22,75,NA,NA,98,63,NA,NA,NA,0,0,0,NA,NA,0,0,32,28,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,28,41,0,0,45,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2004-06-01,NA,NA,0,78,NA,NA,0,NA,0,100,0,0,0,50,0,NA,NA,0,0,93,NA,0,0,NA,0,0,NA,31,54,0,NA,0,NA,0,81,100,47,NA,91,NA,46,78,NA,NA,81,70,NA,NA,NA,0,0,0,NA,NA,100,0,14,57,0,NA,0,NA,NA,0,0,0,0,NA,0,0,95,NA,36,15,0,0,47,NA,0,NA,NA,NA,NA,0,NA,NA,79
US-MO,2004-07-01,NA,NA,0,78,NA,NA,46,NA,0,0,52,100,0,100,100,NA,NA,0,0,92,NA,0,0,NA,0,0,NA,34,53,0,NA,0,NA,0,0,0,46,NA,73,NA,46,0,NA,NA,76,80,NA,NA,NA,89,0,0,NA,NA,0,0,43,100,54,NA,0,NA,NA,0,0,0,100,NA,0,0,0,NA,25,19,80,0,46,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2004-08-01,NA,NA,0,0,NA,NA,41,NA,0,0,0,0,0,45,0,NA,NA,0,0,0,NA,0,0,NA,84,100,NA,36,0,92,NA,0,NA,0,72,0,0,NA,65,NA,51,69,NA,NA,94,58,NA,NA,NA,0,0,0,NA,NA,0,0,30,26,72,NA,0,NA,NA,0,100,0,0,NA,0,100,0,NA,13,21,48,100,42,NA,100,NA,NA,NA,NA,0,NA,NA,0
US-MO,2004-09-01,NA,NA,0,0,NA,NA,38,NA,0,0,0,83,0,0,0,NA,NA,0,0,0,NA,0,96,NA,0,0,NA,38,0,0,NA,0,NA,0,67,83,76,NA,70,NA,38,0,NA,NA,39,37,NA,NA,NA,0,0,0,NA,NA,0,0,36,0,44,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,14,24,44,0,77,NA,92,NA,NA,NA,NA,0,NA,NA,0
US-MO,2004-10-01,NA,NA,0,45,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,100,NA,79,0,NA,62,0,0,NA,0,NA,0,69,0,0,NA,92,NA,39,0,NA,NA,37,26,NA,NA,NA,0,63,0,NA,NA,0,0,34,25,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,16,20,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2004-11-01,NA,NA,0,0,NA,NA,40,NA,100,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,35,0,89,NA,0,NA,0,0,0,0,NA,79,NA,40,0,NA,NA,25,22,NA,NA,NA,0,0,0,NA,NA,0,0,15,25,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,7,34,0,0,41,NA,96,NA,NA,NA,NA,0,NA,NA,0
US-MO,2004-12-01,NA,NA,0,0,NA,NA,36,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,91,NA,0,0,NA,52,0,0,NA,0,NA,0,0,0,36,NA,28,NA,80,0,NA,NA,33,17,NA,NA,NA,0,0,0,NA,NA,0,0,22,0,42,NA,56,NA,NA,0,0,0,0,NA,0,0,0,NA,15,18,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2005-01-01,NA,NA,0,0,NA,NA,32,NA,0,0,0,0,0,34,0,NA,NA,0,0,0,NA,0,0,NA,63,0,NA,42,0,0,NA,0,NA,0,55,0,63,NA,58,NA,68,0,NA,NA,19,15,NA,NA,NA,0,100,0,NA,NA,0,0,18,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,4,32,0,0,32,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2005-02-01,NA,NA,0,37,NA,NA,0,NA,0,0,0,0,0,35,0,NA,NA,0,0,0,NA,0,83,NA,0,0,NA,51,0,0,NA,0,NA,0,0,0,0,NA,77,NA,38,55,NA,NA,20,25,NA,NA,NA,0,0,0,NA,NA,0,0,20,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,9,8,0,0,65,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2005-03-01,NA,NA,0,32,NA,NA,57,NA,0,0,0,62,0,0,0,NA,NA,42,0,0,NA,0,0,NA,0,45,NA,36,0,0,NA,0,NA,97,0,0,28,NA,78,NA,42,0,NA,NA,29,21,NA,NA,NA,0,0,0,NA,NA,0,0,29,0,0,NA,44,NA,NA,0,69,0,0,NA,0,0,0,NA,15,17,0,0,38,NA,0,NA,NA,NA,NA,73,NA,NA,47
US-MO,2005-04-01,NA,NA,41,36,NA,NA,64,NA,0,0,36,0,0,35,0,NA,NA,94,0,0,NA,0,0,NA,0,0,NA,51,37,0,NA,0,NA,0,0,0,0,NA,100,NA,27,53,NA,NA,46,42,NA,NA,NA,0,50,0,NA,NA,0,0,29,30,0,NA,0,NA,NA,0,0,0,0,NA,100,78,0,NA,25,13,0,0,64,NA,0,NA,NA,NA,NA,0,NA,NA,54
US-MO,2005-05-01,NA,NA,0,32,NA,NA,29,NA,72,62,0,63,0,0,0,NA,NA,86,0,58,NA,75,0,NA,0,0,NA,41,100,0,NA,0,NA,0,0,0,57,NA,38,NA,43,48,NA,NA,53,44,NA,NA,NA,0,46,0,NA,NA,0,0,39,36,0,NA,90,NA,NA,0,0,100,0,NA,0,0,0,NA,37,26,0,0,29,NA,69,NA,NA,NA,NA,29,NA,NA,49
US-MO,2005-06-01,NA,NA,0,33,NA,NA,29,NA,0,64,100,64,0,0,0,NA,NA,87,0,0,NA,76,74,NA,0,48,NA,33,0,0,NA,100,NA,100,0,0,44,NA,58,NA,34,49,NA,NA,79,48,NA,NA,NA,0,47,0,NA,NA,0,0,40,60,69,NA,46,NA,NA,100,0,0,0,NA,0,0,60,NA,29,29,34,0,30,NA,0,NA,NA,NA,NA,45,NA,NA,100
US-MO,2005-07-01,NA,NA,37,32,NA,NA,0,NA,0,62,32,63,0,62,0,NA,NA,0,0,57,NA,0,72,NA,0,46,NA,37,66,0,NA,0,NA,98,67,0,100,NA,52,NA,33,0,NA,NA,68,56,NA,NA,NA,55,45,0,NA,NA,0,0,40,35,100,NA,0,NA,NA,97,69,0,0,NA,0,0,0,NA,21,21,100,0,29,NA,0,NA,NA,NA,NA,29,NA,NA,48
US-MO,2005-08-01,NA,NA,0,45,NA,NA,54,NA,67,0,0,0,0,0,0,NA,NA,0,0,0,NA,71,0,NA,54,43,NA,42,47,0,NA,0,NA,0,47,0,54,NA,42,NA,40,45,NA,NA,39,44,NA,NA,NA,0,42,0,NA,NA,58,0,27,66,63,NA,42,NA,NA,0,65,0,0,NA,0,0,0,NA,20,16,0,65,27,NA,0,NA,NA,NA,NA,27,NA,NA,0
US-MO,2005-09-01,NA,NA,32,56,NA,NA,25,NA,0,0,0,0,0,0,0,NA,NA,73,0,0,NA,0,0,NA,0,0,NA,39,0,0,NA,0,NA,86,0,0,0,NA,39,NA,21,0,NA,NA,46,43,NA,NA,NA,0,39,0,NA,NA,0,0,35,15,0,NA,52,NA,NA,0,0,0,0,NA,0,0,0,NA,18,25,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,83
US-MO,2005-10-01,NA,NA,0,27,NA,NA,83,NA,59,0,0,0,0,0,0,NA,NA,35,0,47,NA,0,0,NA,0,0,NA,42,27,0,NA,0,NA,0,0,0,0,NA,25,NA,35,0,NA,NA,41,25,NA,NA,NA,0,0,0,NA,NA,0,0,36,0,0,NA,37,NA,NA,0,0,0,0,NA,0,0,48,NA,9,26,0,0,24,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2005-11-01,NA,NA,0,0,NA,NA,24,NA,60,0,0,0,100,0,0,NA,NA,0,0,0,NA,0,61,NA,48,38,NA,39,28,0,NA,0,NA,0,0,0,36,NA,56,NA,20,0,NA,NA,15,23,NA,NA,NA,46,0,0,NA,NA,0,0,20,0,0,NA,0,NA,NA,0,0,0,0,NA,75,0,0,NA,13,18,28,0,72,NA,0,NA,NA,NA,NA,24,NA,NA,0
US-MO,2005-12-01,NA,NA,0,26,NA,NA,22,NA,0,48,0,49,0,0,0,NA,NA,0,0,0,NA,0,56,NA,45,37,NA,41,0,0,NA,77,NA,0,0,0,22,NA,18,NA,23,0,NA,NA,21,14,NA,NA,NA,43,0,0,NA,NA,0,0,28,0,27,NA,53,NA,NA,0,0,0,0,NA,0,0,0,NA,8,28,26,0,46,NA,0,NA,NA,NA,NA,23,NA,NA,0
US-MO,2006-01-01,NA,NA,51,22,NA,NA,20,NA,50,0,0,0,0,0,0,NA,NA,29,0,0,NA,0,0,NA,40,0,NA,35,0,0,NA,0,NA,0,0,0,40,NA,39,NA,30,0,NA,NA,31,26,NA,NA,NA,0,31,0,NA,NA,0,0,25,12,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,6,25,35,0,30,NA,0,NA,NA,NA,NA,41,NA,NA,0
US-MO,2006-02-01,NA,NA,26,23,NA,NA,0,NA,52,0,0,0,0,0,0,NA,NA,0,0,41,NA,0,52,NA,0,0,NA,47,0,0,NA,0,NA,0,36,0,41,NA,32,NA,14,34,NA,NA,6,7,NA,NA,NA,0,0,0,NA,NA,45,0,28,13,0,NA,49,NA,NA,0,0,0,0,NA,0,0,0,NA,8,27,0,50,63,NA,0,NA,NA,NA,NA,21,NA,NA,0
US-MO,2006-03-01,NA,NA,23,20,NA,NA,55,NA,0,0,21,0,0,0,0,NA,NA,0,0,0,NA,0,46,NA,0,29,NA,40,21,0,NA,0,NA,0,32,0,36,NA,52,NA,45,30,NA,NA,26,22,NA,NA,NA,0,29,0,NA,NA,0,0,24,0,0,NA,56,NA,NA,0,0,0,0,NA,0,0,37,NA,10,21,0,44,27,NA,0,NA,NA,NA,NA,19,NA,NA,0
US-MO,2006-04-01,NA,NA,25,87,NA,NA,0,NA,48,0,0,0,0,0,0,NA,NA,28,0,0,NA,100,0,NA,0,0,NA,47,0,0,NA,0,NA,0,0,0,58,NA,41,NA,42,0,NA,NA,52,52,NA,NA,NA,37,31,0,NA,NA,41,0,18,12,23,NA,30,NA,NA,0,0,66,0,NA,0,94,40,NA,20,19,23,0,19,NA,0,NA,NA,NA,NA,30,NA,NA,0
US-MO,2006-05-01,NA,NA,0,21,NA,NA,19,NA,0,41,21,0,0,20,0,NA,NA,0,0,38,NA,0,0,NA,0,30,NA,49,22,0,NA,0,NA,0,33,0,19,NA,15,NA,47,31,NA,NA,33,36,NA,NA,NA,73,0,0,NA,NA,41,100,38,23,22,NA,29,NA,NA,0,0,0,0,NA,0,0,38,NA,24,23,0,0,19,NA,0,NA,NA,NA,NA,39,NA,NA,32
US-MO,2006-06-01,NA,NA,0,22,NA,NA,40,NA,0,43,23,43,0,22,0,NA,NA,74,81,40,NA,52,50,NA,0,64,NA,41,23,44,NA,0,NA,68,52,0,70,NA,47,NA,53,50,NA,NA,76,47,NA,NA,NA,38,31,0,NA,NA,0,0,31,41,39,NA,31,NA,NA,0,48,69,0,NA,0,49,41,NA,46,30,23,48,40,NA,96,NA,NA,NA,NA,81,NA,NA,33
US-MO,2006-07-01,NA,NA,24,65,NA,NA,0,NA,0,42,22,42,0,31,0,NA,NA,57,79,77,NA,0,0,NA,0,47,NA,27,67,42,NA,0,NA,0,33,0,29,NA,30,NA,26,32,NA,NA,49,44,NA,NA,NA,0,45,0,NA,NA,42,0,35,47,0,NA,45,NA,NA,65,46,66,42,NA,0,0,39,NA,25,21,22,0,19,NA,46,NA,NA,NA,NA,29,NA,NA,32
US-MO,2006-08-01,NA,NA,0,19,NA,NA,34,NA,43,0,20,38,0,19,38,NA,NA,26,0,0,NA,45,0,NA,35,28,NA,33,20,0,NA,0,NA,0,30,0,17,NA,40,NA,26,29,NA,NA,36,30,NA,NA,NA,33,0,100,NA,NA,38,0,43,11,0,NA,0,NA,NA,0,0,0,38,NA,0,0,35,NA,12,23,20,0,17,NA,41,NA,NA,NA,NA,18,NA,NA,0
US-MO,2006-09-01,NA,NA,0,45,NA,NA,26,NA,43,0,0,0,0,0,0,NA,NA,25,0,0,NA,0,0,NA,0,27,NA,27,20,0,NA,0,NA,0,0,0,34,NA,36,NA,28,0,NA,NA,49,31,NA,NA,NA,0,0,0,NA,NA,0,0,29,42,0,NA,26,NA,NA,0,0,0,0,NA,0,0,35,NA,17,19,20,42,17,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2006-10-01,NA,NA,0,0,NA,NA,47,NA,0,0,0,0,0,0,0,NA,NA,23,0,0,NA,0,0,NA,0,0,NA,36,18,0,NA,54,NA,0,0,0,31,NA,37,NA,24,0,NA,NA,29,15,NA,NA,NA,0,0,0,NA,NA,0,0,26,10,19,NA,0,NA,NA,0,0,54,0,NA,50,0,0,NA,10,21,0,0,64,NA,38,NA,NA,NA,NA,32,NA,NA,27
US-MO,2006-11-01,NA,NA,0,27,NA,NA,16,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,NA,32,0,NA,38,36,0,NA,0,NA,0,0,0,0,NA,37,NA,39,0,NA,NA,19,20,NA,NA,NA,0,0,0,NA,NA,0,0,29,0,0,NA,25,NA,NA,0,0,0,0,NA,0,0,0,NA,8,25,0,0,24,NA,0,NA,NA,NA,NA,16,NA,NA,0
US-MO,2006-12-01,NA,NA,0,18,NA,NA,24,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,NA,32,52,NA,39,0,0,NA,0,NA,0,0,0,24,NA,34,NA,24,0,NA,NA,20,9,NA,NA,NA,0,0,0,NA,NA,0,0,27,0,19,NA,25,NA,NA,0,0,0,0,NA,0,0,33,NA,9,20,19,39,16,NA,0,NA,NA,NA,NA,0,NA,NA,0
US-MO,2007-01-01,NA,NA,18,24,NA,NA,28,NA,0,30,0,0,0,15,0,NA,NA,0,0,28,NA,0,0,NA,0,0,NA,37,16,31,NA,0,NA,0,25,0,28,NA,51,NA,21,0,NA,NA,19,9,NA,NA,NA,27,22,0,NA,NA,0,0,24,0,0,NA,22,NA,NA,0,0,0,0,NA,0,0,0,NA,6,27,0,0,28,NA,34,NA,NA,NA,NA,28,NA,NA,0
US-MO,2007-02-01,NA,NA,0,16,NA,NA,0,NA,36,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,NA,29,24,NA,45,17,0,NA,0,NA,0,0,31,36,NA,34,NA,19,24,NA,NA,18,16,NA,NA,NA,28,0,0,NA,NA,0,0,24,0,0,NA,23,NA,NA,0,0,0,0,NA,45,0,0,NA,9,29,0,0,15,NA,0,NA,NA,NA,NA,15,NA,NA,0
US-MO,2007-03-01,NA,NA,17,23,NA,NA,40,NA,0,0,0,30,0,15,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,46,0,0,NA,45,NA,0,24,29,40,NA,53,NA,36,0,NA,NA,28,20,NA,NA,NA,0,21,0,NA,NA,0,0,25,12,0,NA,49,NA,NA,0,32,0,0,NA,0,0,0,NA,19,30,15,0,22,NA,66,NA,NA,NA,NA,14,NA,NA,0
US-MO,2007-04-01,NA,NA,17,15,NA,NA,26,NA,0,29,0,0,0,0,0,NA,NA,40,0,27,NA,35,0,NA,27,0,NA,35,31,0,NA,0,NA,0,23,29,33,NA,31,NA,29,0,NA,NA,47,39,NA,NA,NA,0,21,0,NA,NA,0,0,20,12,0,NA,42,NA,NA,0,0,0,0,NA,0,0,0,NA,24,31,23,0,13,NA,0,NA,NA,NA,NA,27,NA,NA,0
US-MO,2007-05-01,NA,NA,16,14,NA,NA,37,NA,0,27,0,27,0,14,0,NA,NA,74,0,50,NA,33,0,NA,25,20,NA,40,24,0,NA,0,NA,0,33,0,31,NA,34,NA,39,21,NA,NA,67,76,NA,NA,NA,36,26,0,NA,NA,0,66,43,31,24,NA,45,NA,NA,0,30,65,0,NA,39,0,0,NA,49,17,15,30,12,NA,0,NA,NA,NA,NA,26,NA,NA,0
US-MO,2007-06-01,NA,NA,25,34,NA,NA,32,NA,0,28,29,28,0,28,0,NA,NA,38,0,26,NA,69,33,NA,26,42,NA,43,50,0,NA,0,NA,0,34,0,45,NA,41,NA,39,43,NA,NA,94,76,NA,NA,NA,50,20,0,NA,NA,42,0,37,29,20,NA,40,NA,NA,44,0,45,56,NA,0,0,26,NA,45,31,30,31,35,NA,31,NA,NA,NA,NA,33,NA,NA,44
US-MO,2007-07-01,NA,NA,31,35,NA,NA,25,NA,0,53,14,27,0,53,0,NA,NA,18,0,74,NA,64,0,NA,0,20,NA,34,42,27,NA,41,NA,0,29,27,24,NA,53,NA,39,27,NA,NA,71,58,NA,NA,NA,59,32,72,NA,NA,53,0,39,41,19,NA,48,NA,NA,41,0,42,0,NA,0,0,25,NA,33,37,14,0,29,NA,29,NA,NA,NA,NA,25,NA,NA,31
US-MO,2007-08-01,NA,NA,14,29,NA,NA,11,NA,0,24,0,25,47,18,0,NA,NA,0,46,45,NA,29,28,NA,23,36,NA,38,43,0,NA,0,NA,0,39,49,22,NA,35,NA,28,47,NA,NA,56,60,NA,NA,NA,43,18,65,NA,NA,24,0,41,12,26,NA,35,NA,NA,0,55,0,0,NA,35,0,23,NA,19,28,20,27,15,NA,0,NA,NA,NA,NA,23,NA,NA,19
US-MO,2007-09-01,NA,NA,0,19,NA,NA,17,NA,28,0,0,24,0,12,0,NA,NA,17,0,0,NA,0,0,NA,0,18,NA,41,13,0,NA,0,NA,0,20,24,17,NA,32,NA,41,28,NA,NA,43,43,NA,NA,NA,22,27,0,NA,NA,0,0,26,10,20,NA,0,NA,NA,0,27,39,0,NA,0,27,0,NA,18,34,26,0,19,NA,27,NA,NA,NA,NA,12,NA,NA,0
US-MO,2007-10-01,NA,NA,0,11,NA,NA,30,NA,25,0,0,0,0,11,0,NA,NA,15,0,20,NA,0,25,NA,20,16,NA,38,23,0,NA,34,NA,0,0,0,30,NA,29,NA,33,0,NA,NA,25,26,NA,NA,NA,19,16,0,NA,NA,0,0,26,0,12,NA,0,NA,NA,0,0,0,0,NA,0,0,20,NA,13,24,12,0,13,NA,24,NA,NA,NA,NA,15,NA,NA,34
US-MO,2007-11-01,NA,NA,0,22,NA,NA,30,NA,0,0,0,22,0,0,0,NA,NA,15,0,0,NA,0,25,NA,20,0,NA,37,12,0,NA,0,NA,0,17,0,15,NA,36,NA,40,0,NA,NA,17,14,NA,NA,NA,0,16,0,NA,NA,21,0,24,6,0,NA,0,NA,NA,0,0,0,0,NA,0,0,20,NA,12,28,12,0,15,NA,0,NA,NA,NA,NA,10,NA,NA,0
US-MO,2007-12-01,NA,NA,13,11,NA,NA,15,NA,25,0,0,22,0,0,0,NA,NA,15,0,0,NA,0,0,NA,20,0,NA,41,12,23,NA,0,NA,0,18,22,10,NA,35,NA,25,0,NA,NA,9,4,NA,NA,NA,20,16,59,NA,NA,0,0,25,0,0,NA,32,NA,NA,0,0,0,0,NA,32,0,21,NA,8,29,12,0,15,NA,0,NA,NA,NA,NA,10,NA,NA,0
US-MO,2008-01-01,NA,NA,0,20,NA,NA,23,NA,0,0,0,0,0,20,0,NA,NA,0,0,0,NA,0,34,NA,18,15,NA,48,10,0,NA,0,NA,0,0,0,18,NA,31,NA,32,15,NA,NA,14,13,NA,NA,NA,17,14,0,NA,NA,20,0,29,6,0,NA,14,NA,NA,0,0,0,0,NA,29,0,0,NA,7,34,11,0,30,NA,0,NA,NA,NA,NA,0,NA,NA,31
US-MO,2008-02-01,NA,NA,0,24,NA,NA,23,NA,0,20,0,20,0,10,0,NA,NA,27,0,0,NA,0,23,NA,18,0,NA,48,11,0,NA,0,NA,0,0,20,27,NA,31,NA,37,15,NA,NA,18,8,NA,NA,NA,18,0,0,NA,NA,0,0,29,6,11,NA,22,NA,NA,0,0,0,0,NA,0,0,19,NA,9,32,32,22,18,NA,0,NA,NA,NA,NA,9,NA,NA,0
US-MO,2008-03-01,NA,NA,16,26,NA,NA,23,NA,0,20,0,20,0,10,0,NA,NA,27,37,0,NA,0,0,NA,0,30,NA,45,21,0,NA,0,NA,0,16,20,32,NA,38,NA,31,31,NA,NA,26,22,NA,NA,NA,0,14,0,NA,NA,0,0,24,6,21,NA,14,NA,NA,0,0,0,0,NA,0,22,0,NA,11,29,21,0,9,NA,0,NA,NA,NA,NA,22,NA,NA,0
US-MO,2008-04-01,NA,NA,11,19,NA,NA,13,NA,21,19,0,19,0,9,0,NA,NA,26,35,17,NA,22,0,NA,17,0,NA,41,15,19,NA,0,NA,0,0,19,9,NA,32,NA,26,14,NA,NA,35,35,NA,NA,NA,17,27,0,NA,NA,0,0,31,9,10,NA,22,NA,NA,0,0,30,0,NA,0,21,0,NA,27,29,10,21,9,NA,21,NA,NA,NA,NA,18,NA,NA,15
US-MO,2008-05-01,NA,NA,11,15,NA,NA,18,NA,0,58,0,0,0,0,0,NA,NA,33,37,18,NA,24,45,NA,0,14,NA,43,48,20,NA,30,NA,0,47,0,40,NA,59,NA,45,23,NA,NA,57,62,NA,NA,NA,35,28,53,NA,NA,0,48,31,13,10,NA,28,NA,NA,30,0,31,0,NA,28,0,18,NA,41,33,26,0,27,NA,22,NA,NA,NA,NA,28,NA,NA,15
US-MO,2008-06-01,NA,NA,0,18,NA,NA,29,NA,0,62,11,0,79,0,21,NA,NA,42,59,39,NA,25,49,NA,19,46,NA,46,56,0,NA,33,NA,0,42,42,38,NA,45,NA,51,27,NA,NA,73,60,NA,NA,NA,31,53,56,NA,NA,21,0,42,22,17,NA,40,NA,NA,33,35,66,42,NA,0,0,0,NA,43,32,22,23,26,NA,23,NA,NA,NA,NA,23,NA,NA,41
US-MO,2008-07-01,NA,NA,18,17,NA,NA,18,NA,0,20,17,0,76,20,20,NA,NA,47,37,31,NA,36,0,NA,19,15,NA,35,60,61,NA,31,NA,0,21,20,27,NA,48,NA,50,41,NA,NA,66,54,NA,NA,NA,59,14,0,NA,NA,20,0,37,17,29,NA,29,NA,NA,0,56,64,20,NA,29,22,19,NA,33,28,29,22,40,NA,44,NA,NA,NA,NA,28,NA,NA,31
US-MO,2008-08-01,NA,NA,11,20,NA,NA,9,NA,0,19,0,19,0,0,0,NA,NA,13,36,18,NA,0,23,NA,27,14,NA,34,41,20,NA,30,NA,0,23,29,27,NA,40,NA,53,15,NA,NA,40,33,NA,NA,NA,34,19,0,NA,NA,26,0,37,17,28,NA,28,NA,NA,30,22,31,0,NA,0,0,18,NA,20,32,16,21,22,NA,32,NA,NA,NA,NA,18,NA,NA,30
US-MO,2008-09-01,NA,NA,0,44,NA,NA,25,NA,0,0,9,18,0,9,0,NA,NA,0,34,0,NA,0,32,NA,34,0,NA,40,15,19,NA,29,NA,0,22,0,17,NA,44,NA,36,14,NA,NA,35,33,NA,NA,NA,0,13,0,NA,NA,18,0,31,0,10,NA,13,NA,NA,0,0,0,0,NA,80,0,35,NA,15,30,15,20,23,NA,0,NA,NA,NA,NA,26,NA,NA,14
US-MO,2008-10-01,NA,NA,0,14,NA,NA,39,NA,19,16,0,17,0,8,0,NA,NA,11,0,15,NA,0,19,NA,0,12,NA,35,9,0,NA,0,NA,0,13,0,31,NA,32,NA,22,0,NA,NA,32,23,NA,NA,NA,15,18,0,NA,NA,16,0,32,0,0,NA,12,NA,NA,0,0,0,0,NA,24,18,16,NA,10,30,18,0,26,NA,0,NA,NA,NA,NA,12,NA,NA,13
US-MO,2008-11-01,NA,NA,0,15,NA,NA,30,NA,0,0,0,0,36,0,0,NA,NA,13,0,35,NA,0,0,NA,0,0,NA,36,0,19,NA,0,NA,0,15,19,13,NA,41,NA,36,14,NA,NA,26,20,NA,NA,NA,33,27,0,NA,NA,0,0,31,0,0,NA,13,NA,NA,0,0,0,0,NA,0,21,35,NA,12,40,10,0,22,NA,0,NA,NA,NA,NA,22,NA,NA,0
US-MO,2008-12-01,NA,NA,0,19,NA,NA,29,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,21,NA,33,13,NA,32,0,0,NA,0,NA,0,0,0,12,NA,52,NA,22,14,NA,NA,21,17,NA,NA,NA,16,13,0,NA,NA,18,0,28,0,10,NA,19,NA,NA,0,0,29,0,NA,26,20,23,NA,9,31,19,20,13,NA,20,NA,NA,NA,NA,0,NA,NA,0
US-MO,2009-01-01,NA,NA,10,9,NA,NA,32,NA,20,0,0,0,0,9,0,NA,NA,17,32,0,NA,0,0,NA,16,13,NA,41,0,0,NA,0,NA,0,14,17,24,NA,41,NA,47,13,NA,NA,23,16,NA,NA,NA,15,0,0,NA,NA,17,0,28,0,9,NA,0,NA,NA,0,0,0,0,NA,0,19,24,NA,9,31,18,0,21,NA,0,NA,NA,NA,NA,8,NA,NA,0
