geo,date,alabama water park,alabama water parks,alive at five,amc free,amc free movies,asheboro copperheads,auburn water park,bag toss,baking soda pool,baler,baler parts,banzai water,bell's palsy,black legged tick,black tick,blue bayou,blue bayou in baton rouge,bullseye rash,cast cover,clear pool water,cloudy pool,cloudy pool water,coastal plains league,danville dans,deer tick,diamond devils,east cobb baseball,easy camp,elite camp,facial paralysis,fayetteville swampdogs,fever,free summer kids movies,free summer movie,fun days,green pool,green pool water,haier air,hay rake,herndon braves,intex,intex pool cover,intex pumps,joint pain,knee pain,lyme,lyme disease,martinsville mustangs,nycbl,pa pool,palmetto falls,park pools,point mallard,pool rope,pool supply stores,pool times,quick set pool,rash,springtails,summer books,summer family fun,summer movie camp,summer things,summer things to do,summertime songs,swampdogs,swim shirts,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,top summer songs,us club,valley beach,wilmington sharks,wilson tobs,wood bat,wood bat tournament
US-LA,2018-01-01,13,NA,NA,6,NA,NA,NA,8,0,9,NA,0,8,NA,NA,6,2,NA,8,4,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,100,NA,NA,8,7,0,NA,0,NA,5,NA,NA,34,63,37,26,NA,NA,NA,NA,3,7,NA,NA,0,NA,63,0,4,NA,NA,15,14,NA,NA,0,4,NA,6,NA,21,77,NA,7,5,NA,NA,4,NA
US-LA,2018-02-01,10,NA,NA,10,NA,NA,NA,9,5,16,NA,0,5,NA,NA,9,2,NA,9,9,5,3,NA,NA,4,NA,NA,NA,NA,NA,NA,86,NA,NA,4,8,7,NA,7,NA,10,NA,NA,37,64,22,26,NA,NA,NA,NA,3,4,NA,NA,7,NA,69,5,6,NA,NA,10,5,NA,NA,23,4,NA,10,NA,31,96,NA,20,4,NA,NA,3,NA
US-LA,2018-03-01,9,NA,NA,3,NA,NA,NA,32,7,12,NA,5,8,NA,NA,11,3,NA,6,8,6,6,NA,NA,7,NA,NA,NA,NA,NA,NA,66,NA,NA,3,13,7,NA,13,NA,23,NA,NA,40,88,29,34,NA,NA,NA,NA,3,3,NA,NA,7,NA,70,4,9,NA,NA,18,11,NA,NA,37,4,NA,15,NA,30,95,NA,18,4,NA,NA,11,NA
US-LA,2018-04-01,14,NA,NA,8,NA,NA,NA,17,10,10,NA,10,6,NA,NA,12,4,NA,0,8,8,3,NA,NA,10,NA,NA,NA,NA,NA,NA,61,NA,NA,0,24,5,NA,7,NA,32,NA,NA,45,85,47,44,NA,NA,NA,NA,8,0,NA,NA,7,NA,78,7,4,NA,NA,17,8,NA,NA,11,8,NA,7,NA,36,100,NA,22,9,NA,NA,6,NA
US-LA,2018-05-01,11,NA,NA,6,NA,NA,NA,14,6,20,NA,14,10,NA,NA,37,20,NA,11,8,15,5,NA,NA,6,NA,NA,NA,NA,NA,NA,58,NA,NA,5,51,24,NA,13,NA,78,NA,NA,38,82,48,59,NA,NA,NA,NA,13,0,NA,NA,17,NA,82,9,26,NA,NA,54,35,NA,NA,27,4,NA,9,NA,51,91,NA,9,4,NA,NA,8,NA
US-LA,2018-06-01,32,NA,NA,11,NA,NA,NA,17,8,22,NA,12,14,NA,NA,55,26,NA,6,23,27,17,NA,NA,7,NA,NA,NA,NA,NA,NA,58,NA,NA,7,67,27,NA,14,NA,89,NA,NA,34,84,49,55,NA,NA,NA,NA,18,6,NA,NA,35,NA,85,8,14,NA,NA,51,35,NA,NA,46,13,NA,16,NA,40,100,NA,12,8,NA,NA,12,NA
US-LA,2018-07-01,37,NA,NA,20,NA,NA,NA,20,16,29,NA,8,15,NA,NA,52,25,NA,7,23,21,11,NA,NA,6,NA,NA,NA,NA,NA,NA,56,NA,NA,0,47,14,NA,35,NA,60,NA,NA,40,77,50,44,NA,NA,NA,NA,13,4,NA,NA,10,NA,88,9,9,NA,NA,27,16,NA,NA,28,6,NA,9,NA,41,98,NA,12,8,NA,NA,4,NA
US-LA,2018-08-01,5,NA,NA,13,NA,NA,NA,17,10,18,NA,10,10,NA,NA,20,14,NA,4,8,11,6,NA,NA,7,NA,NA,NA,NA,NA,NA,54,NA,NA,7,31,6,NA,7,NA,18,NA,NA,48,84,57,53,NA,NA,NA,NA,5,4,NA,NA,7,NA,79,9,11,NA,NA,11,4,NA,NA,11,12,NA,15,NA,33,99,NA,17,4,NA,NA,0,NA
US-LA,2018-09-01,5,NA,NA,10,NA,NA,NA,8,6,19,NA,10,10,NA,NA,8,2,NA,6,6,3,3,NA,NA,7,NA,NA,NA,NA,NA,NA,56,NA,NA,3,12,9,NA,7,NA,13,NA,NA,37,91,43,42,NA,NA,NA,NA,5,0,NA,NA,10,NA,77,5,4,NA,NA,6,7,NA,NA,0,8,NA,14,NA,31,81,NA,13,4,NA,NA,0,NA
US-LA,2018-10-01,0,NA,NA,11,NA,NA,NA,11,10,21,NA,0,13,NA,NA,6,0,NA,6,0,5,0,NA,NA,8,NA,NA,NA,NA,NA,NA,63,NA,NA,3,11,0,NA,7,NA,9,NA,NA,42,74,36,35,NA,NA,NA,NA,3,4,NA,NA,13,NA,73,4,0,NA,NA,4,2,NA,NA,11,4,NA,11,NA,26,96,NA,6,4,NA,NA,3,NA
US-LA,2018-11-01,5,NA,NA,5,NA,NA,NA,12,5,19,NA,5,3,NA,NA,5,0,NA,4,4,0,0,NA,NA,7,NA,NA,NA,NA,NA,NA,69,NA,NA,0,6,0,NA,7,NA,6,NA,NA,38,75,24,36,NA,NA,NA,NA,3,0,NA,NA,7,NA,62,0,4,NA,NA,7,7,NA,NA,11,4,NA,9,NA,29,82,NA,9,3,NA,NA,0,NA
US-LA,2018-12-01,5,NA,NA,3,NA,NA,NA,0,0,10,NA,0,7,NA,NA,6,0,NA,3,0,3,0,NA,NA,3,NA,NA,NA,NA,NA,NA,65,NA,NA,3,7,5,NA,0,NA,8,NA,NA,46,75,35,32,NA,NA,NA,NA,3,4,NA,NA,7,NA,57,5,8,NA,NA,9,5,NA,NA,11,4,NA,10,NA,24,75,NA,12,3,NA,NA,6,NA
US-LA,2019-01-01,0,NA,NA,13,NA,NA,NA,12,0,10,NA,0,6,NA,NA,6,3,NA,4,4,3,0,NA,NA,5,NA,NA,NA,NA,NA,NA,70,NA,NA,7,5,4,NA,10,NA,9,NA,NA,45,87,37,23,NA,NA,NA,NA,9,0,NA,NA,7,NA,67,0,4,NA,NA,14,11,NA,NA,0,5,NA,11,NA,30,90,NA,6,5,NA,NA,6,NA
US-LA,2019-02-01,14,NA,NA,14,NA,NA,NA,17,10,19,NA,0,4,NA,NA,6,2,NA,5,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,90,NA,NA,7,5,0,NA,21,NA,7,NA,NA,49,80,37,24,NA,NA,NA,NA,3,0,NA,NA,7,NA,66,5,6,NA,NA,11,6,NA,NA,11,8,NA,5,NA,27,94,NA,12,3,NA,NA,0,NA
US-LA,2019-03-01,7,NA,NA,6,NA,NA,NA,19,9,18,NA,5,4,NA,NA,8,2,NA,9,6,4,3,NA,NA,10,NA,NA,NA,NA,NA,NA,81,NA,NA,7,14,4,NA,0,NA,23,NA,NA,48,86,26,40,NA,NA,NA,NA,3,0,NA,NA,0,NA,71,4,5,NA,NA,15,9,NA,NA,21,8,NA,8,NA,31,94,NA,16,7,NA,NA,4,NA
US-LA,2019-04-01,11,NA,NA,3,NA,NA,NA,20,10,13,NA,10,5,NA,NA,12,3,NA,10,9,5,5,NA,NA,7,NA,NA,NA,NA,NA,NA,65,NA,NA,7,19,7,NA,7,NA,37,NA,NA,38,75,45,39,NA,NA,NA,NA,8,4,NA,NA,11,NA,75,5,4,NA,NA,17,13,NA,NA,51,11,NA,17,NA,43,86,NA,9,9,NA,NA,4,NA
US-LA,2019-05-01,14,NA,NA,11,NA,NA,NA,19,13,42,NA,16,12,NA,NA,38,11,NA,10,11,27,11,NA,NA,11,NA,NA,NA,NA,NA,NA,56,NA,NA,7,44,5,NA,9,NA,69,NA,NA,48,85,41,44,NA,NA,NA,NA,16,0,NA,NA,7,NA,89,6,24,NA,NA,39,25,NA,NA,43,12,NA,14,NA,48,89,NA,6,7,NA,NA,7,NA
US-LA,2019-06-01,38,NA,NA,17,NA,NA,NA,30,18,27,NA,8,11,NA,NA,48,16,NA,7,23,27,13,NA,NA,5,NA,NA,NA,NA,NA,NA,54,NA,NA,11,50,19,NA,7,NA,86,NA,NA,46,100,40,51,NA,NA,NA,NA,20,0,NA,NA,14,NA,100,19,23,NA,NA,39,19,NA,NA,29,4,NA,16,NA,42,96,NA,27,4,NA,NA,3,NA
US-LA,2019-07-01,19,NA,NA,8,NA,NA,NA,28,11,29,NA,6,8,NA,NA,33,9,NA,7,10,23,15,NA,NA,8,NA,NA,NA,NA,NA,NA,52,NA,NA,3,38,18,NA,11,NA,50,NA,NA,46,82,45,43,NA,NA,NA,NA,10,4,NA,NA,7,NA,89,9,15,NA,NA,24,11,NA,NA,17,6,NA,11,NA,41,90,NA,13,7,NA,NA,4,NA
US-LA,2019-08-01,4,NA,NA,7,NA,NA,NA,19,13,32,NA,5,6,NA,NA,22,9,NA,7,5,13,4,NA,NA,5,NA,NA,NA,NA,NA,NA,51,NA,NA,10,27,13,NA,10,NA,22,NA,NA,44,85,46,40,NA,NA,NA,NA,9,0,NA,NA,13,NA,84,7,7,NA,NA,7,7,NA,NA,11,6,NA,9,NA,44,93,NA,14,3,NA,NA,6,NA
US-LA,2019-09-01,6,NA,NA,8,NA,NA,NA,25,12,21,NA,6,5,NA,NA,9,3,NA,8,11,12,10,NA,NA,4,NA,NA,NA,NA,NA,NA,58,NA,NA,4,17,6,NA,0,NA,16,NA,NA,42,89,44,42,NA,NA,NA,NA,8,5,NA,NA,9,NA,80,6,14,NA,NA,5,6,NA,NA,28,7,NA,5,NA,26,92,NA,9,5,NA,NA,4,NA
US-MD,2004-01-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,100,NA,0,0,NA,0,0,0,0,0,NA,NA,77,NA,NA,NA,0,NA,NA,38,NA,NA,100,0,NA,NA,0,NA,32,NA,NA,48,26,34,27,NA,NA,0,NA,0,NA,NA,NA,0,NA,28,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,15,14,0,53,0,NA,NA,0,NA
US-MD,2004-02-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,64,NA,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,48,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,46,25,44,22,NA,NA,0,NA,0,NA,NA,NA,0,NA,26,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,18,26,0,100,0,NA,NA,0,NA
US-MD,2004-03-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,100,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,48,NA,NA,0,0,NA,NA,0,NA,39,NA,NA,44,49,50,29,NA,NA,100,NA,0,NA,NA,NA,0,NA,22,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,18,0,76,32,69,NA,NA,0,NA
US-MD,2004-04-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,63,NA,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,47,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,34,42,53,37,NA,NA,77,NA,0,NA,NA,NA,0,NA,47,100,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,18,52,0,62,0,NA,NA,0,NA
US-MD,2004-05-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,100,0,NA,0,100,NA,0,0,0,0,0,NA,NA,100,NA,NA,NA,81,NA,NA,39,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,31,38,80,60,NA,NA,69,NA,51,NA,NA,NA,100,NA,44,0,77,NA,NA,0,0,NA,NA,100,0,NA,0,NA,54,23,0,46,48,NA,NA,0,NA
US-MD,2004-06-01,NA,NA,0,100,NA,NA,NA,0,0,95,NA,50,0,NA,0,49,NA,0,0,0,0,0,NA,NA,33,NA,NA,NA,0,NA,NA,40,NA,NA,85,0,NA,NA,0,NA,27,NA,NA,31,45,64,77,NA,NA,0,NA,51,NA,NA,NA,0,NA,44,0,0,NA,NA,0,56,NA,NA,0,0,NA,0,NA,51,23,0,52,49,NA,NA,53,NA
US-MD,2004-07-01,NA,NA,0,0,NA,NA,NA,0,0,100,NA,0,59,NA,0,0,NA,0,0,0,0,0,NA,NA,52,NA,NA,NA,85,NA,NA,30,NA,NA,0,0,NA,NA,0,NA,84,NA,NA,95,71,72,83,NA,NA,0,NA,53,NA,NA,NA,0,NA,47,0,80,NA,NA,46,57,NA,NA,0,0,NA,0,NA,27,24,0,70,100,NA,NA,0,NA
US-MD,2004-08-01,NA,NA,0,94,NA,NA,NA,0,0,0,NA,0,53,NA,0,0,NA,0,0,0,0,0,NA,NA,62,NA,NA,NA,0,NA,NA,26,NA,NA,0,0,NA,NA,0,NA,25,NA,NA,29,53,50,75,NA,NA,65,NA,95,NA,NA,NA,0,NA,35,84,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,24,22,0,21,0,NA,NA,100,NA
US-MD,2004-09-01,NA,NA,0,86,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,41,NA,NA,0,33,NA,NA,0,NA,0,NA,NA,52,78,30,40,NA,NA,59,NA,0,NA,NA,NA,0,NA,36,0,0,NA,NA,38,0,NA,NA,0,0,NA,0,NA,22,30,0,39,0,NA,NA,0,NA
US-MD,2004-10-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,77,NA,0,0,NA,0,0,0,0,0,NA,NA,30,NA,NA,NA,73,NA,NA,48,NA,NA,0,0,NA,NA,0,NA,24,NA,NA,28,20,34,39,NA,NA,0,NA,0,NA,NA,NA,0,NA,40,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,17,32,0,34,0,NA,NA,0,NA
US-MD,2004-11-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,30,NA,NA,NA,75,NA,NA,44,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,43,21,34,28,NA,NA,64,NA,0,NA,NA,NA,0,NA,19,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,21,33,0,41,0,NA,NA,0,NA
US-MD,2004-12-01,NA,NA,0,0,NA,NA,NA,0,100,0,NA,0,46,NA,0,60,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,32,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,100,37,56,56,NA,NA,55,NA,0,NA,NA,NA,0,NA,27,0,62,NA,NA,0,0,NA,NA,80,0,NA,0,NA,10,44,0,36,0,NA,NA,0,NA
US-MD,2005-01-01,NA,NA,0,0,NA,NA,NA,0,0,70,NA,0,61,NA,0,36,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,55,NA,NA,0,0,NA,NA,0,NA,20,NA,NA,44,41,23,29,NA,NA,0,NA,0,NA,NA,NA,0,NA,39,0,0,NA,NA,0,0,NA,NA,0,100,NA,0,NA,7,25,0,44,0,NA,NA,39,NA
US-MD,2005-02-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,42,NA,0,37,NA,0,52,0,0,0,NA,NA,24,NA,NA,NA,0,NA,NA,56,NA,NA,95,0,NA,NA,0,NA,0,NA,NA,91,39,16,22,NA,NA,0,NA,38,NA,NA,NA,0,NA,31,0,57,NA,NA,0,0,NA,NA,0,0,NA,100,NA,7,38,0,22,36,NA,NA,0,NA
US-MD,2005-03-01,NA,NA,0,64,NA,NA,NA,0,0,0,NA,0,48,NA,0,31,NA,0,44,0,0,0,NA,NA,21,NA,NA,NA,51,NA,NA,45,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,26,24,34,29,NA,NA,44,NA,32,NA,NA,NA,63,NA,32,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,20,22,0,19,61,NA,NA,0,NA
US-MD,2005-04-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,68,NA,100,0,NA,0,0,0,0,97,NA,NA,24,NA,NA,NA,0,NA,NA,67,NA,NA,0,0,NA,NA,0,NA,19,NA,NA,44,25,44,53,NA,NA,99,NA,0,NA,NA,NA,0,NA,29,0,55,NA,NA,0,0,NA,NA,0,0,NA,0,NA,21,36,0,49,35,NA,NA,38,NA
US-MD,2005-05-01,NA,NA,0,64,NA,NA,NA,81,0,61,NA,0,36,NA,0,0,NA,100,0,0,0,85,NA,NA,28,NA,NA,NA,52,NA,NA,34,NA,NA,0,0,NA,NA,0,NA,34,NA,NA,45,14,49,55,NA,NA,0,NA,32,NA,NA,NA,0,NA,41,0,49,NA,NA,28,0,NA,NA,64,0,NA,85,NA,37,35,100,29,0,NA,NA,34,NA
US-MD,2005-06-01,NA,NA,0,0,NA,NA,NA,84,0,0,NA,0,0,NA,92,0,NA,0,0,0,73,88,NA,NA,43,NA,NA,NA,80,NA,NA,39,NA,NA,56,26,NA,NA,0,NA,53,NA,NA,40,37,89,75,NA,NA,68,NA,100,NA,NA,NA,65,NA,48,0,100,NA,NA,0,0,NA,NA,0,0,NA,88,NA,36,28,0,39,32,NA,NA,70,NA
US-MD,2005-07-01,NA,NA,100,66,NA,NA,NA,0,0,63,NA,32,92,NA,0,65,NA,0,0,0,73,0,NA,NA,65,NA,NA,NA,53,NA,NA,42,NA,NA,0,100,NA,NA,0,NA,44,NA,NA,20,20,78,98,NA,NA,68,NA,66,NA,NA,NA,65,NA,53,0,0,NA,NA,29,0,NA,NA,0,0,NA,0,NA,25,36,34,30,0,NA,NA,52,NA
US-MD,2005-08-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,35,NA,0,0,NA,0,42,0,0,0,NA,NA,0,NA,NA,NA,100,NA,NA,38,NA,NA,0,0,NA,NA,0,NA,33,NA,NA,37,27,65,43,NA,NA,42,NA,31,NA,NA,NA,0,NA,39,0,46,NA,NA,27,0,NA,NA,0,0,NA,0,NA,25,33,31,18,29,NA,NA,32,NA
US-MD,2005-09-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,32,NA,0,0,NA,0,0,0,64,77,NA,NA,0,NA,NA,NA,0,NA,NA,34,NA,NA,48,0,NA,NA,0,NA,0,NA,NA,35,32,41,51,NA,NA,0,NA,29,NA,NA,NA,0,NA,36,0,44,NA,NA,0,0,NA,NA,0,0,NA,0,NA,11,22,29,21,28,NA,NA,31,NA
US-MD,2005-10-01,NA,NA,0,0,NA,NA,NA,0,0,50,NA,0,30,NA,0,0,NA,0,0,0,0,0,NA,NA,26,NA,NA,NA,0,NA,NA,40,NA,NA,0,0,NA,NA,0,NA,14,NA,NA,59,24,30,34,NA,NA,37,NA,0,NA,NA,NA,53,NA,46,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,20,25,0,20,25,NA,NA,28,NA
US-MD,2005-11-01,NA,NA,0,55,NA,NA,NA,0,0,53,NA,27,61,NA,0,27,NA,0,0,0,0,0,NA,NA,18,NA,NA,NA,0,NA,NA,53,NA,NA,0,21,NA,NA,0,NA,0,NA,NA,44,37,23,27,NA,NA,38,NA,0,NA,NA,NA,0,NA,27,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,23,34,0,37,0,NA,NA,0,NA
US-MD,2005-12-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,29,NA,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,39,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,16,31,29,29,NA,NA,35,NA,26,NA,NA,NA,0,NA,28,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,5,38,0,15,25,NA,NA,27,NA
US-MD,2006-01-01,NA,NA,0,48,NA,NA,NA,0,0,0,NA,0,27,NA,0,23,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,77,NA,NA,55,NA,NA,0,0,NA,NA,0,NA,13,NA,NA,24,29,28,22,NA,NA,0,NA,0,NA,NA,NA,0,NA,33,0,36,NA,NA,0,26,NA,NA,47,0,NA,0,NA,15,46,0,32,34,NA,NA,25,NA
US-MD,2006-02-01,NA,NA,0,49,NA,NA,NA,0,0,93,NA,0,27,NA,0,48,NA,0,0,0,0,0,NA,NA,16,NA,NA,NA,79,NA,NA,48,NA,NA,0,0,NA,NA,0,NA,13,NA,NA,29,22,27,19,NA,NA,50,NA,0,NA,NA,NA,0,NA,25,0,37,NA,NA,0,0,NA,NA,0,0,NA,0,NA,12,39,0,18,23,NA,NA,26,NA
US-MD,2006-03-01,NA,NA,0,43,NA,NA,NA,0,0,41,NA,0,40,NA,0,21,NA,0,0,0,0,0,NA,NA,28,NA,NA,NA,35,NA,NA,54,NA,NA,0,0,NA,NA,0,NA,23,NA,NA,48,51,34,40,NA,NA,0,NA,0,NA,NA,NA,43,NA,31,0,0,NA,NA,0,0,NA,NA,0,0,NA,58,NA,18,26,22,38,20,NA,NA,23,NA
US-MD,2006-04-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,39,NA,0,0,NA,0,0,0,0,61,NA,NA,15,NA,NA,NA,37,NA,NA,50,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,47,41,40,35,NA,NA,63,NA,23,NA,NA,NA,0,NA,30,0,0,NA,NA,20,0,NA,NA,0,0,NA,0,NA,26,32,0,31,29,NA,NA,0,NA
US-MD,2006-05-01,NA,NA,0,44,NA,NA,NA,0,0,41,NA,21,24,NA,60,0,NA,0,0,0,72,58,NA,NA,14,NA,NA,NA,0,NA,NA,41,NA,NA,37,42,NA,NA,0,NA,12,NA,NA,22,39,58,68,NA,NA,89,NA,22,NA,NA,NA,43,NA,35,0,33,NA,NA,38,0,NA,NA,0,59,NA,0,NA,32,30,22,10,31,NA,NA,23,NA
US-MD,2006-06-01,NA,NA,0,45,NA,NA,NA,87,0,0,NA,0,25,NA,0,22,NA,72,0,0,75,0,NA,NA,40,NA,NA,NA,37,NA,NA,49,NA,NA,0,17,NA,NA,0,NA,55,NA,NA,32,46,81,100,NA,NA,42,NA,46,NA,NA,NA,0,NA,49,0,92,NA,NA,41,0,NA,NA,45,0,NA,0,NA,55,34,0,27,22,NA,NA,24,NA
US-MD,2006-07-01,NA,NA,33,45,NA,NA,NA,57,0,42,NA,0,83,NA,0,22,NA,0,0,100,50,60,NA,NA,19,NA,NA,NA,36,NA,NA,39,NA,NA,0,34,NA,NA,0,NA,24,NA,NA,27,20,71,78,NA,NA,41,NA,22,NA,NA,NA,0,NA,41,39,34,NA,NA,0,25,NA,NA,0,0,NA,59,NA,35,28,23,20,42,NA,NA,23,NA
US-MD,2006-08-01,NA,NA,31,41,NA,NA,NA,52,0,39,NA,0,23,NA,0,0,NA,0,28,0,45,55,NA,NA,27,NA,NA,NA,33,NA,NA,42,NA,NA,0,16,NA,NA,0,NA,17,NA,NA,29,43,60,49,NA,NA,47,NA,21,NA,NA,NA,0,NA,48,37,47,NA,NA,36,45,NA,NA,41,0,NA,0,NA,8,24,21,34,0,NA,NA,0,NA
US-MD,2006-09-01,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,38,NA,0,60,NA,64,0,0,0,0,NA,NA,22,NA,NA,NA,33,NA,NA,45,NA,NA,34,0,NA,NA,0,NA,0,NA,NA,29,18,55,42,NA,NA,0,NA,0,NA,NA,NA,0,NA,44,0,0,NA,NA,18,0,NA,NA,40,0,NA,0,NA,27,24,0,12,39,NA,NA,32,NA
US-MD,2006-10-01,NA,NA,0,38,NA,NA,NA,95,0,0,NA,0,28,NA,0,18,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,45,NA,NA,0,14,NA,NA,0,NA,0,NA,NA,45,25,31,29,NA,NA,26,NA,19,NA,NA,NA,37,NA,26,0,0,NA,NA,0,0,NA,NA,37,0,NA,0,NA,19,30,0,42,18,NA,NA,0,NA
US-MD,2006-11-01,NA,NA,0,0,NA,NA,NA,48,0,0,NA,0,21,NA,0,19,NA,60,52,84,0,0,NA,NA,16,NA,NA,NA,30,NA,NA,39,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,61,57,38,29,NA,NA,77,NA,0,NA,NA,NA,0,NA,32,0,0,NA,NA,17,0,NA,NA,37,0,NA,76,NA,17,40,20,28,18,NA,NA,20,NA
US-MD,2006-12-01,NA,NA,0,38,NA,NA,NA,0,0,36,NA,0,42,NA,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,31,NA,NA,46,NA,NA,0,14,NA,NA,0,NA,0,NA,NA,40,14,27,28,NA,NA,26,NA,19,NA,NA,NA,0,NA,28,0,28,NA,NA,0,21,NA,NA,0,0,NA,0,NA,18,15,0,45,0,NA,NA,0,NA
US-MD,2007-01-01,NA,NA,0,34,NA,NA,NA,0,0,33,NA,0,28,NA,0,16,NA,0,0,0,0,0,NA,NA,11,NA,NA,NA,0,NA,NA,48,NA,NA,0,0,NA,NA,100,NA,0,NA,NA,41,25,33,19,NA,NA,47,NA,17,NA,NA,NA,33,NA,32,0,0,NA,NA,0,0,NA,NA,33,0,NA,45,NA,9,30,0,30,16,NA,NA,18,NA
US-MD,2007-02-01,NA,NA,0,35,NA,NA,NA,0,0,33,NA,0,33,NA,0,17,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,28,NA,NA,49,NA,NA,0,0,NA,NA,0,NA,19,NA,NA,25,26,28,18,NA,NA,0,NA,0,NA,NA,NA,34,NA,29,0,26,NA,NA,31,19,NA,NA,0,0,NA,0,NA,11,24,0,29,17,NA,NA,37,NA
US-MD,2007-03-01,NA,NA,0,0,NA,NA,NA,41,0,30,NA,0,36,NA,0,16,NA,0,0,0,0,0,NA,NA,10,NA,NA,NA,26,NA,NA,60,NA,NA,0,12,NA,NA,0,NA,17,NA,NA,35,50,36,21,NA,NA,22,NA,16,NA,NA,NA,0,NA,39,0,36,NA,NA,0,17,NA,NA,31,0,NA,0,NA,16,22,0,40,0,NA,NA,17,NA
US-MD,2007-04-01,NA,NA,25,0,NA,NA,NA,0,0,31,NA,0,18,NA,0,0,NA,0,0,0,0,0,NA,NA,32,NA,NA,NA,53,NA,NA,44,NA,NA,0,12,NA,NA,0,NA,9,NA,NA,46,46,24,21,NA,NA,23,NA,0,NA,NA,NA,32,NA,34,0,0,NA,NA,14,18,NA,NA,0,0,NA,0,NA,27,26,0,44,0,NA,NA,17,NA
US-MD,2007-05-01,NA,NA,23,30,NA,NA,NA,0,0,0,NA,0,25,NA,0,15,NA,0,21,67,77,100,NA,NA,56,NA,NA,NA,73,NA,NA,46,NA,NA,0,17,NA,NA,0,NA,32,NA,NA,27,31,60,55,NA,NA,21,NA,38,NA,NA,NA,0,NA,43,27,34,NA,NA,27,0,NA,NA,59,0,NA,0,NA,44,35,0,42,43,NA,NA,21,NA
US-MD,2007-06-01,NA,NA,49,54,NA,NA,NA,0,0,31,NA,32,18,NA,45,16,NA,0,0,0,36,43,NA,NA,57,NA,NA,NA,53,NA,NA,50,NA,NA,27,12,NA,NA,0,NA,44,NA,NA,46,48,80,87,NA,NA,52,NA,41,NA,NA,NA,0,NA,46,0,41,NA,NA,43,45,NA,NA,32,0,NA,43,NA,39,30,17,63,16,NA,NA,0,NA
US-MD,2007-07-01,NA,NA,0,30,NA,NA,NA,0,0,58,NA,15,23,NA,42,22,NA,0,21,0,100,0,NA,NA,30,NA,NA,NA,25,NA,NA,44,NA,NA,0,23,NA,NA,0,NA,36,NA,NA,40,43,70,72,NA,NA,21,NA,46,NA,NA,NA,30,NA,41,0,23,NA,NA,20,42,NA,NA,30,41,NA,40,NA,29,27,16,25,29,NA,NA,48,NA
