geo,date,geo1,bandshell,beach ct,beach in ct,beach in nj,beach in ny,bell's palsy,berry picking,black legged tick,black tick,blarney island,blueberry farm,blueberry hill farm,blueberry patch,blueberry picking,broomfield bay,buffalo state park,bullseye rash,cascade lake,chautauqua ny,college bedding,concert in park,concert in the park,coupons for water,deer tick,echo lake campground,facial paralysis,fever,free concert,free concerts,free outdoor concerts,freeze blueberries,fried squash,how to freeze blueberries,joint pain,knee pain,lake beaches,lake in nj,lake water park,lyme,lyme disease,market fest,memorial beach,movie in park,movies in park,movies in the park,mt adams,music in the park,music under the stars,nara park,ny beach,oak street beach,outdoor movies,outdoor water park,rash,raspberry cobbler,river tube,roseville water park,sackets,sand castle contest,soak city,sprinkler park,squash flowers,state park mi,summer sizzler,swollen joint,swollen joints,swollen knee,swollen knees,the blueberry patch,tick,tired,u pick berries,u pick blueberries,warner center park,water kingdom,water tubing,water west,watermelon soup,waterworld denver,wild water,wild water kingdom,wild water west,zucchini flower
US-NV,2011-03-01,NA,NA,11,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,0,0,NA,0,NA,NA,73,10,29,NA,NA,NA,NA,23,22,4,NA,7,14,15,NA,NA,8,9,18,NA,7,NA,NA,9,NA,0,NA,41,NA,7,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0,NA,NA,25,41,NA,NA,NA,NA,12,17,NA,NA,5,NA,NA,NA
US-NV,2011-04-01,NA,NA,8,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,22,NA,0,NA,NA,67,10,13,NA,NA,NA,NA,17,30,5,NA,0,18,25,NA,NA,22,6,19,NA,7,NA,NA,19,NA,0,NA,52,NA,23,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,0,NA,NA,35,52,NA,NA,NA,NA,0,21,NA,NA,11,NA,NA,NA
US-NV,2011-05-01,NA,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,16,42,NA,20,NA,NA,58,6,10,NA,NA,NA,NA,23,27,7,NA,11,18,23,NA,NA,21,10,24,NA,20,NA,NA,6,NA,6,NA,52,NA,7,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,32,NA,NA,25,49,NA,NA,NA,NA,0,7,NA,NA,11,NA,NA,NA
US-NV,2011-06-01,NA,NA,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,17,55,NA,0,NA,NA,59,7,13,NA,NA,NA,NA,24,29,17,NA,13,23,25,NA,NA,25,29,25,NA,7,NA,NA,7,NA,16,NA,62,NA,10,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,0,NA,NA,32,37,NA,NA,NA,NA,13,30,NA,NA,11,NA,NA,NA
US-NV,2011-07-01,NA,NA,15,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,8,44,NA,0,NA,NA,62,15,15,NA,NA,NA,NA,41,24,38,NA,0,15,25,NA,NA,20,15,25,NA,7,NA,NA,13,NA,6,NA,55,NA,18,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,17,NA,NA,36,50,NA,NA,NA,NA,13,34,NA,NA,12,NA,NA,NA
US-NV,2011-08-01,NA,NA,10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,7,0,NA,20,NA,NA,51,9,14,NA,NA,NA,NA,28,33,8,NA,7,22,11,NA,NA,8,6,28,NA,10,NA,NA,16,NA,9,NA,57,NA,10,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,15,NA,NA,40,48,NA,NA,NA,NA,0,16,NA,NA,15,NA,NA,NA
US-NV,2011-09-01,NA,NA,14,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,0,20,NA,20,NA,NA,55,10,14,NA,NA,NA,NA,24,26,6,NA,7,20,32,NA,NA,16,6,35,NA,6,NA,NA,18,NA,6,NA,51,NA,14,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,16,NA,NA,31,62,NA,NA,NA,NA,0,22,NA,NA,8,NA,NA,NA
US-NV,2011-10-01,NA,NA,10,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,7,19,NA,75,NA,NA,50,7,0,NA,NA,NA,NA,34,29,3,NA,7,10,18,NA,NA,12,8,22,NA,0,NA,NA,9,NA,0,NA,48,NA,10,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,15,NA,NA,31,44,NA,NA,NA,NA,11,18,NA,NA,3,NA,NA,NA
US-NV,2011-11-01,NA,NA,6,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,18,NA,37,NA,NA,65,11,11,NA,NA,NA,NA,29,31,0,NA,0,15,23,NA,NA,22,11,21,NA,0,NA,NA,11,NA,0,NA,51,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21,NA,NA,33,52,NA,NA,NA,NA,0,12,NA,NA,4,NA,NA,NA
US-NV,2011-12-01,NA,NA,7,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,12,NA,NA,61,7,13,NA,NA,NA,NA,19,18,7,NA,4,17,25,NA,NA,13,4,7,NA,4,NA,NA,6,NA,0,NA,60,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,20,NA,NA,26,61,NA,NA,NA,NA,0,7,NA,NA,5,NA,NA,NA
US-NV,2012-01-01,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,0,NA,0,NA,NA,61,7,8,NA,NA,NA,NA,31,29,6,NA,10,10,17,NA,NA,11,10,8,NA,4,NA,NA,8,NA,4,NA,53,NA,5,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22,NA,NA,19,46,NA,NA,NA,NA,8,11,NA,NA,5,NA,NA,NA
US-NV,2012-02-01,NA,NA,12,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,35,NA,NA,70,13,9,NA,NA,NA,NA,36,31,3,NA,6,17,18,NA,NA,7,8,0,NA,6,NA,NA,11,NA,0,NA,55,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,0,NA,NA,30,48,NA,NA,NA,NA,0,6,NA,NA,4,NA,NA,NA
US-NV,2012-03-01,NA,NA,9,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,6,0,NA,17,NA,NA,68,8,14,NA,NA,NA,NA,25,31,3,NA,6,24,27,NA,NA,13,5,10,NA,0,NA,NA,7,NA,0,NA,47,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,13,NA,NA,16,49,NA,NA,NA,NA,20,22,NA,NA,5,NA,NA,NA
US-NV,2012-04-01,NA,NA,10,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,7,18,NA,17,NA,NA,58,6,10,NA,NA,NA,NA,21,15,5,NA,9,23,31,NA,NA,20,15,10,NA,0,NA,NA,9,NA,5,NA,56,NA,9,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,13,NA,NA,30,49,NA,NA,NA,NA,10,16,NA,NA,7,NA,NA,NA
US-NV,2012-05-01,NA,NA,5,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,11,22,NA,72,NA,NA,64,9,14,NA,NA,NA,NA,32,31,8,NA,13,15,29,NA,NA,11,12,14,NA,5,NA,NA,6,NA,4,NA,64,NA,13,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,33,50,NA,NA,NA,NA,0,15,NA,NA,6,NA,NA,NA
US-NV,2012-06-01,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,18,41,NA,16,NA,NA,53,8,6,NA,NA,NA,NA,29,34,22,NA,9,22,35,NA,NA,23,16,23,NA,13,NA,NA,19,NA,0,NA,66,NA,8,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,19,NA,NA,24,55,NA,NA,NA,NA,10,7,NA,NA,14,NA,NA,NA
US-NV,2012-07-01,NA,NA,18,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,10,17,NA,33,NA,NA,57,5,12,NA,NA,NA,NA,32,27,36,NA,15,14,18,NA,NA,17,15,38,NA,0,NA,NA,10,NA,10,NA,67,NA,12,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,13,NA,NA,26,60,NA,NA,NA,NA,0,19,NA,NA,10,NA,NA,NA
US-NV,2012-08-01,NA,NA,9,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10,17,NA,34,NA,NA,47,12,16,NA,NA,NA,NA,32,27,19,NA,15,14,19,NA,NA,23,15,23,NA,11,NA,NA,5,NA,8,NA,50,NA,12,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,22,NA,NA,31,58,NA,NA,NA,NA,10,11,NA,NA,7,NA,NA,NA
US-NV,2012-09-01,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,0,16,NA,0,NA,NA,60,8,6,NA,NA,NA,NA,35,45,7,NA,9,13,14,NA,NA,13,10,14,NA,5,NA,NA,5,NA,7,NA,57,NA,6,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,12,NA,NA,23,58,NA,NA,NA,NA,19,15,NA,NA,4,NA,NA,NA
US-NV,2012-10-01,NA,NA,6,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,12,16,NA,16,NA,NA,59,7,6,NA,NA,NA,NA,20,34,6,NA,0,17,21,NA,NA,6,5,9,NA,5,NA,NA,13,NA,5,NA,53,NA,6,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,12,NA,NA,22,47,NA,NA,NA,NA,9,15,NA,NA,7,NA,NA,NA
US-NV,2012-11-01,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,16,NA,NA,59,4,6,NA,NA,NA,NA,24,30,0,NA,6,6,19,NA,NA,6,0,9,NA,0,NA,NA,11,NA,0,NA,52,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,25,NA,NA,21,59,NA,NA,NA,NA,0,14,NA,NA,9,NA,NA,NA
US-NV,2012-12-01,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,0,NA,31,NA,NA,71,6,6,NA,NA,NA,NA,40,18,4,NA,11,19,27,NA,NA,12,7,9,NA,5,NA,NA,6,NA,5,NA,52,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,12,NA,NA,14,45,NA,NA,NA,NA,10,13,NA,NA,6,NA,NA,NA
US-NV,2013-01-01,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,12,NA,NA,75,6,7,NA,NA,NA,NA,42,34,2,NA,4,15,25,NA,NA,13,3,0,NA,0,NA,NA,9,NA,0,NA,53,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,9,NA,NA,23,53,NA,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA
US-NV,2013-02-01,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,13,NA,13,NA,NA,73,4,5,NA,NA,NA,NA,34,31,2,NA,7,12,13,NA,NA,8,5,7,NA,4,NA,NA,4,NA,0,NA,49,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,10,NA,NA,26,61,NA,NA,NA,NA,0,11,NA,NA,11,NA,NA,NA
US-NV,2013-03-01,NA,NA,10,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,0,NA,28,NA,NA,62,5,10,NA,NA,NA,NA,36,31,4,NA,5,26,36,NA,NA,8,6,8,NA,9,NA,NA,4,NA,0,NA,63,NA,10,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,33,NA,NA,31,49,NA,NA,NA,NA,9,16,NA,NA,23,NA,NA,NA
US-NV,2013-04-01,NA,NA,5,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,0,0,NA,42,NA,NA,64,7,13,NA,NA,NA,NA,25,31,7,NA,5,15,32,NA,NA,16,14,16,NA,4,NA,NA,8,NA,4,NA,65,NA,5,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,11,NA,NA,30,60,NA,NA,NA,NA,0,13,NA,NA,15,NA,NA,NA
US-NV,2013-05-01,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,10,21,NA,27,NA,NA,69,6,5,NA,NA,NA,NA,31,30,6,NA,12,25,32,NA,NA,19,8,10,NA,10,NA,NA,8,NA,4,NA,61,NA,12,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,10,NA,NA,32,73,NA,NA,NA,NA,24,22,NA,NA,29,NA,NA,NA
US-NV,2013-06-01,NA,NA,10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,16,28,NA,35,NA,NA,56,16,13,NA,NA,NA,NA,35,32,14,NA,13,13,26,NA,NA,27,13,16,NA,11,NA,NA,8,NA,8,NA,77,NA,5,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,15,NA,NA,42,59,NA,NA,NA,NA,8,16,NA,NA,22,NA,NA,NA
US-NV,2013-07-01,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,11,23,NA,11,NA,NA,65,15,9,NA,NA,NA,NA,34,35,14,NA,8,23,19,NA,NA,35,21,43,NA,7,NA,NA,5,NA,7,NA,69,NA,10,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,13,NA,NA,34,55,NA,NA,NA,NA,17,15,NA,NA,14,NA,NA,NA
US-NV,2013-08-01,NA,NA,5,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,15,19,NA,0,NA,NA,56,8,17,NA,NA,NA,NA,23,37,11,NA,11,24,30,NA,NA,17,23,24,NA,3,NA,NA,4,NA,9,NA,67,NA,6,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,15,NA,NA,27,63,NA,NA,NA,NA,6,12,NA,NA,6,NA,NA,NA
US-NV,2013-09-01,NA,NA,10,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,10,NA,23,NA,NA,57,6,11,NA,NA,NA,NA,33,31,5,NA,3,18,26,NA,NA,16,12,19,NA,6,NA,NA,5,NA,3,NA,62,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,17,NA,NA,34,71,NA,NA,NA,NA,17,16,NA,NA,6,NA,NA,NA
US-NV,2013-10-01,NA,NA,8,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,9,NA,14,NA,NA,63,6,7,NA,NA,NA,NA,42,28,2,NA,5,21,33,NA,NA,16,8,5,NA,6,NA,NA,4,NA,0,NA,58,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,27,55,NA,NA,NA,NA,0,7,NA,NA,3,NA,NA,NA
US-NV,2013-11-01,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,0,NA,14,NA,NA,62,8,6,NA,NA,NA,NA,32,28,3,NA,3,31,51,NA,NA,11,5,6,NA,3,NA,NA,4,NA,0,NA,59,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,15,NA,NA,25,57,NA,NA,NA,NA,6,9,NA,NA,2,NA,NA,NA
US-NV,2013-12-01,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,0,NA,10,NA,NA,75,8,10,NA,NA,NA,NA,34,27,2,NA,3,19,23,NA,NA,12,7,8,NA,3,NA,NA,7,NA,3,NA,61,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,8,NA,NA,21,60,NA,NA,NA,NA,6,8,NA,NA,3,NA,NA,NA
US-NV,2014-01-01,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,0,NA,14,NA,NA,78,3,3,NA,NA,NA,NA,34,35,4,NA,3,15,21,NA,NA,11,4,5,NA,3,NA,NA,3,NA,3,NA,54,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,22,NA,NA,22,57,NA,NA,NA,NA,14,22,NA,NA,2,NA,NA,NA
US-NV,2014-02-01,NA,NA,9,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,4,0,NA,11,NA,NA,77,4,5,NA,NA,NA,NA,23,37,2,NA,4,16,19,NA,NA,6,9,6,NA,3,NA,NA,6,NA,5,NA,62,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,22,NA,NA,26,59,NA,NA,NA,NA,0,25,NA,NA,3,NA,NA,NA
US-NV,2014-03-01,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,0,NA,26,NA,NA,70,10,11,NA,NA,NA,NA,39,34,3,NA,3,20,29,NA,NA,16,9,10,NA,0,NA,NA,4,NA,5,NA,68,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,24,66,NA,NA,NA,NA,5,23,NA,NA,6,NA,NA,NA
US-NV,2014-04-01,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,7,14,NA,18,NA,NA,76,7,6,NA,NA,NA,NA,33,28,5,NA,6,17,31,NA,NA,21,7,18,NA,3,NA,NA,4,NA,3,NA,78,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,9,NA,NA,29,69,NA,NA,NA,NA,5,15,NA,NA,16,NA,NA,NA
US-NV,2014-05-01,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,18,33,NA,9,NA,NA,74,5,14,NA,NA,NA,NA,48,34,9,NA,3,32,36,NA,NA,14,13,19,NA,4,NA,NA,12,NA,6,NA,80,NA,5,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,10,NA,NA,34,59,NA,NA,NA,NA,11,19,NA,NA,18,NA,NA,NA
US-NV,2014-06-01,NA,NA,13,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,8,28,NA,16,NA,NA,70,8,17,NA,NA,NA,NA,28,45,22,NA,18,22,35,NA,NA,34,23,32,NA,8,NA,NA,6,NA,12,NA,86,NA,8,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,17,NA,NA,39,68,NA,NA,NA,NA,27,19,NA,NA,22,NA,NA,NA
US-NV,2014-07-01,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,15,46,NA,25,NA,NA,67,13,21,NA,NA,NA,NA,51,37,22,NA,18,23,36,NA,NA,30,20,40,NA,7,NA,NA,6,NA,6,NA,78,NA,9,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,10,NA,NA,43,70,NA,NA,NA,NA,15,18,NA,NA,28,NA,NA,NA
US-NV,2014-08-01,NA,NA,11,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,10,21,NA,20,NA,NA,70,5,11,NA,NA,NA,NA,32,36,14,NA,12,16,29,NA,NA,18,19,23,NA,5,NA,NA,8,NA,3,NA,68,NA,11,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,8,NA,NA,23,67,NA,NA,NA,NA,12,17,NA,NA,15,NA,NA,NA
US-NV,2014-09-01,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,4,0,NA,0,NA,NA,63,5,9,NA,NA,NA,NA,41,41,5,NA,3,24,29,NA,NA,11,13,17,NA,6,NA,NA,7,NA,3,NA,60,NA,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,20,NA,NA,36,72,NA,NA,NA,NA,6,7,NA,NA,3,NA,NA,NA
US-NV,2014-10-01,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,0,0,NA,11,NA,NA,57,6,10,NA,NA,NA,NA,38,30,3,NA,4,23,32,NA,NA,9,7,13,NA,0,NA,NA,10,NA,3,NA,69,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,15,NA,NA,25,61,NA,NA,NA,NA,7,13,NA,NA,3,NA,NA,NA
US-NV,2014-11-01,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,12,NA,NA,54,4,7,NA,NA,NA,NA,28,30,4,NA,0,18,16,NA,NA,12,5,0,NA,4,NA,NA,6,NA,0,NA,52,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,13,NA,NA,25,51,NA,NA,NA,NA,22,12,NA,NA,2,NA,NA,NA
US-NV,2014-12-01,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,NA,NA,69,5,12,NA,NA,NA,NA,29,31,3,NA,0,24,30,NA,NA,12,12,7,NA,0,NA,NA,6,NA,7,NA,55,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,14,NA,NA,17,54,NA,NA,NA,NA,0,10,NA,NA,5,NA,NA,NA
US-NV,2015-01-01,NA,NA,4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,12,NA,23,NA,NA,97,4,8,NA,NA,NA,NA,28,32,2,NA,4,26,32,NA,NA,12,3,7,NA,4,NA,NA,8,NA,3,NA,63,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,18,NA,NA,29,51,NA,NA,NA,NA,0,8,NA,NA,2,NA,NA,NA
US-NV,2015-02-01,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,NA,NA,73,4,6,NA,NA,NA,NA,23,44,3,NA,4,10,22,NA,NA,19,6,7,NA,6,NA,NA,5,NA,0,NA,69,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,14,NA,NA,19,62,NA,NA,NA,NA,7,16,NA,NA,4,NA,NA,NA
US-NV,2015-03-01,NA,NA,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,0,NA,11,NA,NA,94,7,8,NA,NA,NA,NA,30,41,6,NA,4,20,22,NA,NA,9,3,7,NA,4,NA,NA,3,NA,3,NA,65,NA,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,22,NA,NA,22,67,NA,NA,NA,NA,17,6,NA,NA,9,NA,NA,NA
US-NV,2015-04-01,NA,NA,10,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,12,NA,0,NA,NA,79,4,6,NA,NA,NA,NA,31,36,5,NA,6,54,71,NA,NA,11,7,16,NA,0,NA,NA,8,NA,5,NA,71,NA,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,18,NA,NA,31,76,NA,NA,NA,NA,0,14,NA,NA,8,NA,NA,NA
US-NV,2015-05-01,NA,NA,13,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,35,NA,11,NA,NA,76,5,12,NA,NA,NA,NA,31,41,13,NA,5,39,51,NA,NA,28,16,11,NA,7,NA,NA,9,NA,5,NA,70,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,9,NA,NA,39,78,NA,NA,NA,NA,0,14,NA,NA,13,NA,NA,NA
US-NV,2015-06-01,NA,NA,13,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,11,34,NA,0,NA,NA,69,8,14,NA,NA,NA,NA,41,42,24,NA,15,48,56,NA,NA,39,40,43,NA,7,NA,NA,8,NA,10,NA,79,NA,7,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,9,NA,NA,35,58,NA,NA,NA,NA,7,14,NA,NA,20,NA,NA,NA
US-NV,2015-07-01,NA,NA,13,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,16,NA,10,NA,NA,59,15,13,NA,NA,NA,NA,32,32,24,NA,4,46,54,NA,NA,28,18,32,NA,4,NA,NA,6,NA,9,NA,75,NA,5,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,8,NA,NA,30,70,NA,NA,NA,NA,6,12,NA,NA,17,NA,NA,NA
US-NV,2015-08-01,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,11,15,NA,0,NA,NA,59,9,13,NA,NA,NA,NA,31,34,18,NA,9,23,31,NA,NA,29,14,23,NA,7,NA,NA,9,NA,8,NA,69,NA,7,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,10,NA,NA,32,68,NA,NA,NA,NA,6,14,NA,NA,10,NA,NA,NA
US-NV,2015-09-01,NA,NA,8,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,21,NA,15,NA,NA,58,7,9,NA,NA,NA,NA,32,34,7,NA,4,19,21,NA,NA,10,5,9,NA,3,NA,NA,9,NA,5,NA,65,NA,4,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,16,NA,NA,25,61,NA,NA,NA,NA,0,14,NA,NA,1,NA,NA,NA
US-NV,2015-10-01,NA,NA,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,6,15,NA,0,NA,NA,55,3,5,NA,NA,NA,NA,48,43,3,NA,3,24,37,NA,NA,13,10,17,NA,3,NA,NA,3,NA,3,NA,56,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,20,NA,NA,26,62,NA,NA,NA,NA,0,16,NA,NA,3,NA,NA,NA
US-NV,2015-11-01,NA,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,11,NA,NA,65,4,4,NA,NA,NA,NA,19,32,4,NA,8,16,29,NA,NA,15,7,7,NA,0,NA,NA,10,NA,0,NA,56,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,22,NA,NA,17,52,NA,NA,NA,NA,7,11,NA,NA,2,NA,NA,NA
